"x1i10hfl href","xpdipgo src","_ap3a","x1i10hfl href 3","x1ejq31n","x1lliihq","x1lliihq 2","x1lliihq 4","x1lliihq 6"
"https://www.instagram.com/lakitavas/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/463014964_1510465479608096_2579242513822902829_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGvm4aOXYjGzuHRWQ1W2yzqRRL58CxA2FuBcav1hTTeocsbLx8Q8GcqmMhc-scEXgE&_nc_ohc=6g7UQjJxm5oQ7kNvwGGbE2h&_nc_gid=cBWi6HsPEsdQIHipqSq8zA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfX-HoOS5_jnziltIZ5reGFpgCRQlrMxRbQw92C0VIUdrA&oe=68B1A40A&_nc_sid=d62176","lakitavas","https://www.instagram.com/p/CYm7VlVBsK6/c/17884193813597475/","188 ming","I want to try this too 😍","Balas","","Lihat terjemahan"
"https://www.instagram.com/afterworking/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/12331551_1708022272764633_802285058_a.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QGvm4aOXYjGzuHRWQ1W2yzqRRL58CxA2FuBcav1hTTeocsbLx8Q8GcqmMhc-scEXgE&_nc_ohc=HaPGvGxBggAQ7kNvwGHb8M0&_nc_gid=cBWi6HsPEsdQIHipqSq8zA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfVSLZf9iA_kFNIzUDkT5bqb0AM_FojqFEgSyTCJWhcJQw&oe=68B1AB69&_nc_sid=d62176","afterworking","https://www.instagram.com/p/CYm7VlVBsK6/c/18183350608095924/","188 ming","Ah enak bgt ni😍","Balas","",""
"https://www.instagram.com/abbyradhitya/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/466991997_2295927637438322_2817483379838460099_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGvm4aOXYjGzuHRWQ1W2yzqRRL58CxA2FuBcav1hTTeocsbLx8Q8GcqmMhc-scEXgE&_nc_ohc=oPaKSEK28kEQ7kNvwEsAbto&_nc_gid=cBWi6HsPEsdQIHipqSq8zA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfW94KN_KPRgkjjOP5jDXKhVYN6fsm6p0hFwO6hNdgrQzA&oe=68B1A598&_nc_sid=d62176","abbyradhitya","https://www.instagram.com/p/CYm7VlVBsK6/c/17863365740660948/","188 ming","Semakin aku liat ini,, semakin aku tambah ngiler tauukk!! 🤤🤤🤤","Balas","",""
"https://www.instagram.com/highonsugarwithjess/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/375553989_279231461550623_8903114986806559745_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGvm4aOXYjGzuHRWQ1W2yzqRRL58CxA2FuBcav1hTTeocsbLx8Q8GcqmMhc-scEXgE&_nc_ohc=NHL_iqic-8MQ7kNvwEnMC6R&_nc_gid=cBWi6HsPEsdQIHipqSq8zA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXkj5hh9jO8513ixaXECDZzXF08zoUNtkmTP897QUko1A&oe=68B1BC2C&_nc_sid=d62176","highonsugarwithjess","https://www.instagram.com/p/CYm7VlVBsK6/c/17929833475976152/","188 ming","wow this looks nice","Balas","","Lihat terjemahan"
"https://www.instagram.com/masradit49/","https://scontent-itm1-1.cdninstagram.com/v/t51.2885-19/464760996_1254146839119862_3605321457742435801_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ad=z-m&_nc_ht=scontent-itm1-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QF4-Vw_onJRFvoMRSnMFeW7Ur6dbF9L02zoEfgbuUjUoptfP9wpT0gtFV7YXR-A5QVoX1yiDOvhgDK40mZYYVrF&_nc_ohc=PULhrHpS2ikQ7kNvwEM_bod&_nc_gid=WQI9r3YM7Yl80mphFL_WwQ&edm=AD35FJ8BAAAA&ccb=7-5&ig_cache_key=GKSwsxv2h9fQo3QEANnV1JXDrAgybiwIAQAD1501500j-ccb7-5&oh=00_AfVQktr5Z_0rG-p5n7vqMTGc6EiMSkTJaK0xZzgLzTsV0g&oe=68B1C1A8&_nc_sid=f880d0","masradit49","https://www.instagram.com/p/CYm7VlVBsK6/c/17951277688621184/","188 ming","Wah yummy banget uhh🔥","Balas","",""
"https://www.instagram.com/mumutia_/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/527516920_18523368790057955_278736351689128161_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGvm4aOXYjGzuHRWQ1W2yzqRRL58CxA2FuBcav1hTTeocsbLx8Q8GcqmMhc-scEXgE&_nc_ohc=j7VAbY2TahQQ7kNvwEWcekO&_nc_gid=cBWi6HsPEsdQIHipqSq8zA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWhZ630XG8_e8F5unfqULoKqWCTxl7D1_Oz2pE3IvJcYg&oe=68B19C2B&_nc_sid=d62176","mumutia_","https://www.instagram.com/p/CYm7VlVBsK6/c/17862586172664124/","188 ming","Duhhh kesukaan akuuuu ini 😍😍","Balas","",""
"https://www.instagram.com/unclejjj_/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/50082645_2212902262291595_6031545366887792640_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGvm4aOXYjGzuHRWQ1W2yzqRRL58CxA2FuBcav1hTTeocsbLx8Q8GcqmMhc-scEXgE&_nc_ohc=tqQiUk4UD0oQ7kNvwFDeRHV&_nc_gid=cBWi6HsPEsdQIHipqSq8zA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfVSlT5ZWsMoyF5yDfxCekhmKLFPNd-N_-v2Zf80NAa0gA&oe=68B1B85F&_nc_sid=d62176","unclejjj_","https://www.instagram.com/p/CYm7VlVBsK6/c/18025109353341425/","188 ming","Ini enak loh kk","Balas","",""
"https://www.instagram.com/fitriabakrie/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/364396720_1023641962147847_8169327403904025506_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGvm4aOXYjGzuHRWQ1W2yzqRRL58CxA2FuBcav1hTTeocsbLx8Q8GcqmMhc-scEXgE&_nc_ohc=n_yHIOXhunYQ7kNvwEsPYYO&_nc_gid=cBWi6HsPEsdQIHipqSq8zA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXz593r9-L0XgsEmkxLwfoZL33GZyReFXVHJaG6sbubmQ&oe=68B19A0E&_nc_sid=d62176","fitriabakrie","https://www.instagram.com/p/CYm7VlVBsK6/c/17926324778020023/","188 ming","ini anget2 pasti enak banget","Balas","","Lihat terjemahan"
"https://www.instagram.com/ceceayuu_/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/515278689_18511446571044536_3313910091784876804_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=hN3CTPmww5gQ7kNvwFBZi2C&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfU9x8a_o8N7ss3iG3R0gViaDPK5vmjqXmcHmxjskzhmrQ&oe=68B1B977&_nc_sid=d62176","ceceayuu_","https://www.instagram.com/p/CYm7VlVBsK6/c/17927931877997227/","188 ming","Aaa kesukaan aku banget nih😍","Balas","",""
"https://www.instagram.com/martinaahuang/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/523925166_18514237774029187_6241457671673910996_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=S5ybeIVKSZ0Q7kNvwHkT4yr&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfUDAXra4vIFgnAImbENpsUeSQQeIg1MCYSveAACgZjw-Q&oe=68B1B993&_nc_sid=d62176","martinaahuang","https://www.instagram.com/p/CYm7VlVBsK6/c/17883512990601421/","188 ming","kyknya crispy bgt nih yaa😍","Balas","",""
"https://www.instagram.com/kenal.coffee/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/403823687_1285209195516370_7738052804055103714_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby41OTEuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=QnvE7LLWKUUQ7kNvwGDEnYo&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWqq-d_vx6T1r_Uj9Zow2Qbk8gHedS_AGU5Hm679AbCBw&oe=68B1B645&_nc_sid=d62176","kenal.coffee","https://www.instagram.com/p/CYm7VlVBsK6/c/17902981355324269/","188 ming","Comot satu boleh gs","1 suka","","Balas"
"https://www.instagram.com/andree_yulius/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/429671669_774239814621084_436228380323809358_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=1o3-LuOZhw8Q7kNvwGOAVYs&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfULw_5haGALvszcPzF5JvFVQ1IA97waoVJpDKtBxrGDGA&oe=68B1A977&_nc_sid=d62176","andree_yulius","https://www.instagram.com/p/CYm7VlVBsK6/c/17947339552663215/","188 ming","Omg jd pengen coba","Balas","","Lihat terjemahan"
"https://www.instagram.com/_feliaoktadiyanti/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/318639733_460739252871434_4832009482467663863_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=KS4Y9I36qnwQ7kNvwGXV1FB&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfUEOF4iZtexUfxIB8r5rZTLi_TwXf7wbHrSa9rFF1qfHA&oe=68B1ADD0&_nc_sid=d62176","_feliaoktadiyanti","https://www.instagram.com/p/CYm7VlVBsK6/c/17853379991693889/","188 ming","So delicious 😍😍","Balas","","Lihat terjemahan"
"https://www.instagram.com/joviepermatasari/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/464460921_2103487403403555_8099730977431885166_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45MTEuYzIifQ&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=Ja4GbUwgZysQ7kNvwFvudhO&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfU-zpIZ3O_5kOoNzPrLsHtqKn3W4FR96gZQ5tNTiUorYw&oe=68B1C2C8&_nc_sid=d62176","joviepermatasari","https://www.instagram.com/p/CYm7VlVBsK6/c/17961734677543901/","188 ming","Baru dgr deh ini 😍","Balas","",""
"https://www.instagram.com/veronicadjong10/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/500536052_18463324399075076_4390855777215500665_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=Eud99MGE_coQ7kNvwGayq-7&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXDSIvVeRDMtDZ3cJGZMA5AT4YP2V7nmHe5RLUnRwl7Rg&oe=68B1AC6B&_nc_sid=d62176","veronicadjong10","https://www.instagram.com/p/CYm7VlVBsK6/c/17912021039168255/","188 ming","Yummy","Balas","","Lihat terjemahan"
"https://www.instagram.com/giosihotang2/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/517398104_18285442288268464_7232476999574388553_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=vYAQFhZmllQQ7kNvwG6i0Az&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfUuz1g_n5j6joUkQOcpxaja53fSz4Ef1hd6Pecshloy3A&oe=68B1CBD9&_nc_sid=d62176","giosihotang2","https://www.instagram.com/p/CYm7VlVBsK6/c/17939975713723876/","188 ming","Baru denger ada cemilan ini 😍","Balas","",""
"https://www.instagram.com/sasanamanyaaa/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/520223333_18378837295127005_6695046691466220990_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=H_36lgTV8t8Q7kNvwHWW8O0&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfVrZTszZAxU7JT273hE3d61iH3e8rRPrexM-GhqAq0nrg&oe=68B1C035&_nc_sid=d62176","sasanamanyaaa","https://www.instagram.com/p/CYm7VlVBsK6/c/17861047148664865/","188 ming","Ngekoh mo beli🙌","Balas","",""
"https://www.instagram.com/kulineran_koko/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/95688376_269707387544841_3919791852470927360_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=sMZn1Jb7aBYQ7kNvwFtpGaa&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfURXyiTsbVvOUKxfE9-II8apMsP2j_LdbXQ1BvDfXiMsw&oe=68B1AAB1&_nc_sid=d62176","kulineran_koko","https://www.instagram.com/p/CYm7VlVBsK6/c/17952392785570139/","188 ming","udh lama gak jajan burayot euyy","Balas","",""
"https://www.instagram.com/kulineran_koko/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/95688376_269707387544841_3919791852470927360_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=sMZn1Jb7aBYQ7kNvwFtpGaa&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfURXyiTsbVvOUKxfE9-II8apMsP2j_LdbXQ1BvDfXiMsw&oe=68B1AAB1&_nc_sid=d62176","kulineran_koko","https://www.instagram.com/p/CYm7VlVBsK6/c/17854084838666434/","188 ming","udh lama gak jajan burayot euyy","Balas","",""
"https://www.instagram.com/arumardhanie/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/515282053_18467457142074668_2280690611907627841_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45ODEuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=qHHcBUVEw1kQ7kNvwEMrubr&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfVLfYxzffVBr8N5kniwrncKl_XFvuKrekGvbKgm31EqXA&oe=68B1A79D&_nc_sid=d62176","arumardhanie","https://www.instagram.com/p/CYm7VlVBsK6/c/17906564726463930/","188 ming","Aaa mauuu😂😍","Balas","",""
"https://www.instagram.com/rahadiyan__bi/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/496003408_18481154029068126_3495778083725150386_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=u27nptIQ5G8Q7kNvwGpVtoO&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfU2JYbgW2xlCe-aVTsqsxXbOGwKpe1TZ-bPVLlKXC4cHQ&oe=68B199A8&_nc_sid=d62176","rahadiyan__bi","https://www.instagram.com/p/CYm7VlVBsK6/c/17908014017469544/","188 ming","Ibikin ngiler aja nih","Balas","","Lihat terjemahan"
"https://www.instagram.com/mampirjajanbandung/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/508263799_18462307969079349_4721191535338998946_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=uVXYRr3aj0kQ7kNvwGEWyk9&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXA7IZT3Bni2N_YWPWIY3d4iuX0YeCMgNu1vUDjJc69zQ&oe=68B1BF95&_nc_sid=d62176","mampirjajanbandung","https://www.instagram.com/p/CYm7VlVBsK6/c/17946184633674509/","188 ming","oemji mantuls ini mah yaa","1 suka","","Balas"
"https://www.instagram.com/sukamakansurabaya/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/53765080_320107218856940_3955773447799308288_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QG_nDSicBLO6l-ebIceJSRBcOvRzHCbHV-rZjJPqQfOQAtLDRLqSjHBZahLqcpv8lE&_nc_ohc=n1p1iZgN7iUQ7kNvwFwV3zY&_nc_gid=Z-k7ze1C3zeujdF0CLRusQ&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfVNQA-7Jhj_3WkVLY1oNMzqXko0QMg7OfNZmN4vcjj_0Q&oe=68B1B091&_nc_sid=d62176","sukamakansurabaya","https://www.instagram.com/p/CYm7VlVBsK6/c/17844845702709280/","188 ming","enaknya","1 suka","","Balas"
"https://www.instagram.com/worth2visit/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/436299955_415389954594091_8963703286580458921_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NjAuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QG81Hy0B5XjHB1VkomTW7lkWYTqnIc7QpuqCOwSdUbK9gY1r7k_7N2PZDXOxTRNkBU&_nc_ohc=0BFoFqZfwgQQ7kNvwEuisJV&_nc_gid=umIraJFJkOWSqdkL1Ugz-w&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfX2fNZt9h_GkIwrxKux6abKCFRaelRUw5vnL-ZeTzbzdA&oe=68B1AE0D&_nc_sid=d62176","worth2visit","https://www.instagram.com/p/CYm7VlVBsK6/c/17995301359412175/","188 ming","Beuhh ini mah kesukaan pisan","1 suka","","Balas"
"https://www.instagram.com/foodiekeliling/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/293993088_596321562014064_2526719752177246566_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDAyLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QG81Hy0B5XjHB1VkomTW7lkWYTqnIc7QpuqCOwSdUbK9gY1r7k_7N2PZDXOxTRNkBU&_nc_ohc=x_vsw8iZ6UYQ7kNvwGS4bW0&_nc_gid=umIraJFJkOWSqdkL1Ugz-w&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfX3L5B7Kx4rkztxhA8KhTGN6NgkT3rwxvsaPUj24kRqaQ&oe=68B1C73D&_nc_sid=d62176","foodiekeliling","https://www.instagram.com/p/CYm7VlVBsK6/c/17935347781769691/","188 ming","waah belom pernah coba burayot 😍","1 suka","","Balas"
"https://www.instagram.com/clementinanadine/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/524556937_18515496466037453_5762849070938966905_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QG81Hy0B5XjHB1VkomTW7lkWYTqnIc7QpuqCOwSdUbK9gY1r7k_7N2PZDXOxTRNkBU&_nc_ohc=U0-Ppco8jlYQ7kNvwFETjxs&_nc_gid=umIraJFJkOWSqdkL1Ugz-w&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfVPD43kZMuXhhWfHy7e5-rW6xYiK1Yg8XqDDkIKYPAGLg&oe=68B19FF2&_nc_sid=d62176","clementinanadine","https://www.instagram.com/p/CYm7VlVBsK6/c/18008638354374546/","188 ming","Ini cemilan fave akuu sihh 🤤","1 suka","","Balas"
"https://www.instagram.com/preciousliilyy/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/490146108_1720305962255927_3328942154404031848_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QG81Hy0B5XjHB1VkomTW7lkWYTqnIc7QpuqCOwSdUbK9gY1r7k_7N2PZDXOxTRNkBU&_nc_ohc=SisGT19tOBYQ7kNvwE6mfqt&_nc_gid=umIraJFJkOWSqdkL1Ugz-w&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfVrF66f0vbsuscNfN947Vx08iAwuBv_Hgf2TsoKqotNSw&oe=68B19A09&_nc_sid=d62176","preciousliilyy","https://www.instagram.com/p/CYm7VlVBsK6/c/17944826674736006/","188 ming","Belum prnh nyobain 😮 jdi penasaran","1 suka","","Balas"
