css-9pu1vy-StyledUserLinkAvatar href,css-11j0z2t-ImgAvatar src,css-1uxwbtk-SpanUserNameText,css-z35s28-PCommentText,css-ckdg7w-SpanCreatedTime,css-1fhml0h-SpanCount,,
https://www.tiktok.com/@valencia123456780,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/e35b906c5c659662f99586ecaf08749f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=875551c2&x-expires=1755831600&x-signature=xPOrmnBHuZkHvha7F48lvCawZ20%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Cece✨🧚,kak 24 makan minaum warna 🌈 ini🌈,7/27/2021,0,,
https://www.tiktok.com/@farid39200,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/08e015c19f6a61609ba45bcb20d6f082~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2c14c658&x-expires=1755831600&x-signature=if7%2FQECMhtwMB4neJZBQkWe9Afw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,farid2009,kak 24 jam makan dodol garut soalnya aku orang gatut😅,7/27/2021,0,,
https://www.tiktok.com/@ruikamishirosimp2,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/e7fa9dc639cea7283a48f5eef1d310e8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=17e550e1&x-expires=1755831600&x-signature=HrBvgmYAaJYW94RShx8g1Nki8k8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,zaa sangat sayang rui-✧,gw pernah beli jir pas ke Pangandaran kalo gak salah ada yg rasa pedes,7/28/2021,0,,
https://www.tiktok.com/@meilisa_05,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/e9f17f48031dfdc9badbeffbc7e138be~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bf9271b7&x-expires=1755831600&x-signature=IiqYLi23tiHc2RcXe%2FkOrvhIK0c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,meilisa_05,🧡🧡💛🔵🔵🔵🧡🧡🧡e🔵,7/29/2021,0,,
https://www.tiktok.com/@nzwakrnaptri,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7513463dd9a477d9be0cd2c9a98db50f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9a2ee8ba&x-expires=1755831600&x-signature=EUIyemCqmuPpZAmO7aOhttkWI1A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,aku juaaa,iya chocodot enak emang khas garut 😂😂,7/27/2021,0,,
https://www.tiktok.com/@adryansptr.a,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/7312754608084877345~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e3607fa2&x-expires=1755831600&x-signature=8jZvzpxIAGLfAKejzSn4halM72A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ryan,huhhh panasss😂,7/28/2021,1,,
https://www.tiktok.com/@firlisssssssssssss,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e9b845e05a7f27c4cb0a2deeb033ef01~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4ed18da6&x-expires=1755831600&x-signature=1y3%2FzytIcVx330LwQJt9D4%2B3tPQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,pep's,enek ga si bang??,8/10/2021,0,,
https://www.tiktok.com/@fedroginting928,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7334078018828107783~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=33cdad41&x-expires=1755831600&x-signature=Cyi6MmrKb51tHbpW2Vn7AZPzYcM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,fedroginting928,tlandem,7/29/2021,0,,
https://www.tiktok.com/@isnafth,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/80316ef7d798da867b3d98848ab0e8bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9df626eb&x-expires=1755831600&x-signature=%2FnpoVPnNJvXr6YhARjDiwSqXLgw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,˚୨୧⋆,LG nyindir juy putri ya kk😳,7/26/2021,0,,
https://www.tiktok.com/@z.auli,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b59605c5aa12daa1b0f1e7598d84a5b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=05ade11c&x-expires=1755831600&x-signature=ZuOvMouCfz2z0EKaP%2Bi%2F1kCPQxQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,z,coklat garut itu aku pernah,7/26/2021,0,,
https://www.tiktok.com/@zunamrno,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2e396780d7040e6552213ef431ede06a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=32860fd6&x-expires=1755831600&x-signature=RPJvfGUcomi93pdiDuEORW9eR%2BI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,junjun,Nextnya ma?,8/10/2021,0,,
https://www.tiktok.com/@hangemoveon,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/00d3e43e0971ff967659592d56fb249a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ba66c2&x-expires=1755831600&x-signature=iBzPsy3VzILSCzC3lxozN5ycSpk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,𝘩𝘢𝘯𝘨𝘦𝘵𝘰𝘰𝘴𝘵𝘳𝘦𝘴,saya satpol,7/26/2021,0,,
https://www.tiktok.com/@ulf.dil,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/99cf592faca4b40df856da3e7b36a7dc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7712f64c&x-expires=1755831600&x-signature=9U84lZBjmJFAPeK6J%2B6hGqAQsZc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,pep3h,Garut hadir,7/26/2021,0,,
https://www.tiktok.com/@st4rnuv1s._,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cd4e4b2651519820be3becf36a44af6e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f58959db&x-expires=1755831600&x-signature=1%2B1KzBqxAt8198pftVKcOdkXDyo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ᥴһᥱrrᥡ⍴іᥱᥱ𐙚˚˖,halo aku dari masa depan,6/30/2024,1,,
https://www.tiktok.com/@h.gibran.idrisia,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7331109282575810568~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=416f3233&x-expires=1755831600&x-signature=AILyh8bCfDvAtdsPyU2nW83tUHE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Indra Saputra7815,bang coba makan chokalt cheww eez,8/1/2021,0,,
https://www.tiktok.com/@sidikben858,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/67c829766bf37850ee5dff5b20dfb539~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9c46a83b&x-expires=1755831600&x-signature=vYY2%2B%2BhimS2FF3%2BE7GjBGyoz%2B3U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,hilya,Garut hadir😌,7/28/2021,0,,
https://www.tiktok.com/@rachellaanna,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/0b227022217c27536bd044b49c64c295~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7e3f3150&x-expires=1755831600&x-signature=D4RITu2yu1YUb3lBJvKs%2F2dQyos%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Rachel 🧚🏻‍♀️,UNBOXSING CHIKI JADUL/JAMAN DULU,7/28/2021,0,,
https://www.tiktok.com/@la.lala56,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/069cf797e3f075bdde1b7a77a90af62e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0e5872b0&x-expires=1755831600&x-signature=%2B1W08fCZa8jmEuveZasTOoC4cmM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,uwu,tu😏,9/1/2021,0,,
https://www.tiktok.com/@gwmanusiabukanpatung,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7bd09d7cc091ae3220f7f355f4ce4f90~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3f3a362b&x-expires=1755831600&x-signature=j1LFG73CnrSzSu0zgfXViATUmXg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Elsa frozen 2🗿,aku orang garut kaks,7/28/2021,0,,
https://www.tiktok.com/@secretour09,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2f00b814c5dd591ce38b45d9c181579f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e119f01d&x-expires=1755831600&x-signature=LfqizXPGbHmeDRm5xoCMRokF%2FXU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ᝰ.ᐟ,kak beli cokelat nya dimana?kalo boleh tau,8/11/2021,0,,
https://www.tiktok.com/@sarah_adeliaa,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/de112722c48c0e26f0acba0bd420bb53~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d494a054&x-expires=1755831600&x-signature=Kuef2Cgqi4LUkeCUNi%2FHIZCNLvE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Sarah Adelia,ka itu beli dimana,7/27/2021,0,,
https://www.tiktok.com/@enikhidayati3,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/055f755fc2f0662e3862e83a932a4a79~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6b472711&x-expires=1755831600&x-signature=Gc0hvAGFWclRZL%2F%2BhD%2Fd5PrRtaQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Enik Hidayati,aku makan permen 🍬🍬🍬🍬🍬🍬🍬🍬🍬,7/27/2021,0,,
https://www.tiktok.com/@lexxa5563,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/4b53f5c7b94a3859e39f07deee67abb8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bbe8f5db&x-expires=1755831600&x-signature=cisRkJ5%2BZ0RMpQroeD%2FKrlxmJRA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,༄ʳᵍ♛ LEXXA ♛™༆,dodol garut juga enak loh,7/27/2021,0,,
https://www.tiktok.com/@laelabila,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/c43126efb1c6aeede4a9ea75aa433346~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a15d1663&x-expires=1755831600&x-signature=aUfXY8gZiT9RTcv2b0HlQO9yUWs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,laelabila,jadi mau ke garut abis ppkm kegarut lah biar bisa milih😂,7/26/2021,0,,
https://www.tiktok.com/@shwhuaja,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/3e2baaffd7a09ece54dcb31139bc84b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=59cc1e48&x-expires=1755831600&x-signature=6jkm2VLW3VUECINzMWhuuL3Uz6A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,(sgshishsvsjsjs),gak nyabung😌,7/26/2021,0,,
https://www.tiktok.com/@_nisa1233,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/58ff80ae5b1734936929c7ee798ef7fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e55ed902&x-expires=1755831600&x-signature=uXa4bmfESNra1AWbyG2mni6dnSM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,farah annisa,aku orang garut,7/29/2021,0,,
https://www.tiktok.com/@m.alby.f.28,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7e4bde209c4d7ab2053503c5e0c183db~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e43c5fd5&x-expires=1755831600&x-signature=%2B5uh8wv7sU%2B2OsN2N%2BXPOoBSJiE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,albiganteng401,ii,7/26/2021,0,,
https://www.tiktok.com/@_raaaa_2_,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8c0b9452fa300ab3557d7eb07e5057cc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7d134923&x-expires=1755831600&x-signature=oCkbOFrGYMq6T1yNdwwQlrx6PHM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,raasukamatcha🍵,kak coba makan jajan cinta,7/26/2021,0,,
https://www.tiktok.com/@rhxmaa_75,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/9684ce80a0b492baced7e5fb5b572b16~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9b1951e3&x-expires=1755831600&x-signature=suI1lS8FfqtlIOQlb1%2FLERZqy7M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,𝓻𝓱𝓶𝓪,KA 24 jam makan bareng mamah nya,7/26/2021,0,,
https://www.tiktok.com/@minatocuyiiiiiii,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ffe76418ae7e4fb9e2b803a47a518485~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a8697308&x-expires=1755831600&x-signature=u6xww0Xp1URxI9Hjy%2FHd4b1HE7c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,iiiii,50 rb tau,7/26/2021,0,,
https://www.tiktok.com/@nabilaajahlah,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/25eabc7e03e05df65ea0235584d59330~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c9e91caa&x-expires=1755831600&x-signature=TIUefDDQtVGPmGqviPlJQxSkoaU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,nabilaajahlah,mimimi iski,7/27/2021,0,,
https://www.tiktok.com/@zaxzay26,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/47f7f3c6f5441f7a939d576384ce3c90~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=70b658ce&x-expires=1755831600&x-signature=KGCZvVXFy6lvEF3hWBYAxEc%2BzzI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,zaa,itu halal ka,7/29/2021,0,,
https://www.tiktok.com/@fedroginting928,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7334078018828107783~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=33cdad41&x-expires=1755831600&x-signature=Cyi6MmrKb51tHbpW2Vn7AZPzYcM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,fedroginting928,ktl kau lah,7/29/2021,0,,
https://www.tiktok.com/@nayyira98,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/de3c94086ba05c1980588fb5fd1978fe~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8ef2d4dd&x-expires=1755831600&x-signature=GpsbIWiRZyHzApM7Lz68n2XNOP0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nayyira˚ GAMESOFT,beli Toppoki,7/26/2021,0,,
https://www.tiktok.com/@fadzzz17,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4f783375b7242cf4463c873ee018f665~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bc3b49df&x-expires=1755831600&x-signature=nCxmwFfmCZoBMSRFPbzOJZd8S20%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,fadzzz ×͜×.,mari kita cobaa😳😳,7/28/2021,0,,
https://www.tiktok.com/@windyeka2774,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/abbee4f6daac0e7ab38c6ecc53e97b11~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3a9e2a26&x-expires=1755831600&x-signature=z0sdmzaBh3i5MTFU36o%2Bi%2BFOhXQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,vic_@,setiap kali gw nonton vidionya dia yg komen dia sendiri😂,8/4/2021,0,,
https://www.tiktok.com/@ida_c.r020,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7ebc475dd48385cfb773250d2ef7b238~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f0ae58ba&x-expires=1755831600&x-signature=d7fCopFZsZjac%2FG%2BploFzsTPCJQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Folow dong kaks,makan seblak 3 porsi ka,7/26/2021,0,,
https://www.tiktok.com/@claudiaholymasengi,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/0c91451975ed12a81e9f6cc6b5b88b4a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4d08e105&x-expires=1755831600&x-signature=eA2tS1Z1j89D4WamhE30ejHLAs0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Claudia holy masengi kls 6d,"papih aku aku beli coklat jepang ,korea,cina,inggris",7/26/2021,0,,
https://www.tiktok.com/@tuglikmember,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/27c0d9a9dc4e731bf910222db8a8e323~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cc433488&x-expires=1755831600&x-signature=VqwfBfPcWQopn6ZwVkkaltM9rrY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,TATING 🔥,kecubung😂😂😂😂😂😂😂😂😂,7/26/2021,0,,
https://www.tiktok.com/@siffadompeng,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/bccfb85f4e7c2c644bc6bf93f6745965~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a5618a6f&x-expires=1755831600&x-signature=9mSVF9QC3O9EtXX5IWeeFdiMwQk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,EvaNZz_.,bang 24 jam makan mei ayam,7/26/2021,0,,
https://www.tiktok.com/@irfan_naim333,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/29bff3461f484d7528ca6d707a854d19~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d5c5fb3b&x-expires=1755831600&x-signature=i%2BXGvU%2FuAgmN3X7BQvkg0LLzLb0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Irfan naim,indo punya tak jadi lah,7/26/2021,0,,
https://www.tiktok.com/@queenshataehyung,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/3819d58f30942ab0f99dbed464baa076~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4779ef1f&x-expires=1755831600&x-signature=wWnaZjpKFIxp6KaK04%2B3V2OZ1qY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Call me uin ✨,aku dari Garut 😳,7/29/2021,0,,
https://www.tiktok.com/@muhamadmugni10,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7326830082691956754~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=53ee76fc&x-expires=1755831600&x-signature=Ds19NVx9hJtFtNKp%2Bf5OhMxi0No%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Muhamad Mugni,okelah coklat nya enak pasti,7/29/2021,0,,
https://www.tiktok.com/@utahime15,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/27870950daf1a64d714e1782849dcef4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fd62769f&x-expires=1755831600&x-signature=ULddoZJqWwOYziHAsCLpSKiDO0g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Gojo• Satoru 👒,gak nyambung lagu nya ihhhhhh 😌,7/27/2021,0,,
https://www.tiktok.com/@padilahhh6,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/300b6ba1fb132c5ade7c13db3086a002~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=524c6bd0&x-expires=1755831600&x-signature=Sjp3aQxNQ8UmpWJQWfJ%2BKxMGfTY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,P,23 jam makan yang manis manis,8/9/2021,0,,
https://www.tiktok.com/@hpteruslu,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/099b99982c089ec837eea16c248761ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bf99fb36&x-expires=1755831600&x-signature=FWy4s6Ktt90OrcNpOqpby%2FsXnDs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Call me zah,"itu kan coklatnya ada di kampung aku,aku sering beli kalo pulkam
jualnya sering di pinggir jalan kayak di warung dodol😬😁",7/27/2021,0,,
https://www.tiktok.com/@danendra_dani,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e29d473a02147823ea8b59f6bdaa6261~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c53a9a87&x-expires=1755831600&x-signature=hcIKYC%2FAUpSWZ4QE9tDmSsj3%2BEU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,kembar_official,[wow],7/26/2021,0,,
https://www.tiktok.com/@_mingyy,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1a48f4ef885c18e43342e00d3d25fe92~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c20df2e8&x-expires=1755831600&x-signature=A7VqMkPGB8VHx0Ou5MYCBuOFGl0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,saa𐙚,1+,7/26/2021,0,,
https://www.tiktok.com/@memekeke23,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7326601695637536789~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9634bafd&x-expires=1755831600&x-signature=UU8xNDTSRfOchDpKmUmOCq2o7%2Bc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,user641747375317,kak makan mie campur bon cabe campur ayam goreng[thinking][thinking],7/26/2021,0,,
https://www.tiktok.com/@user1842115282705,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/94a0a393fc181f90af5e887201695d65~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=644baf27&x-expires=1755831600&x-signature=GvYXxPWpm05fkmrxSFKPzjgdUdk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,fatihah,kakak Cimory squishy pakai Oreo wenak,7/26/2021,0,,
https://www.tiktok.com/@cinasyafiqputri,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fb0cb70ee20c60e272c0c45e0af2861d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=293212ed&x-expires=1755831600&x-signature=RyFzn%2FmyjRu5liXse%2B4DXC%2BDoq4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,niaa ¡!,di jemur kak 😂,7/26/2021,0,,
https://www.tiktok.com/@dashapucu,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/9f15ad528c3af41db89ea4ab9ab9bca7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a038edb1&x-expires=1755831600&x-signature=Dl50ggWSG5FsexyE8LCj8ZImh%2Fk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,🐮sapi🤜🏻,aku udah beli,7/26/2021,0,,
https://www.tiktok.com/@nadilaanindya0,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/1fa93fa394d6463246e11a3a89cfc253~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=989121b2&x-expires=1755831600&x-signature=J%2FFffG%2FCVYQHvCk9yriQO%2FusLG8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,nadilaanindya0,KK Coba beli es durian,7/26/2021,0,,
https://www.tiktok.com/@nurllia4,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/aaedaa30c04ea1183603d4b436fe8c75~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fa29fb78&x-expires=1755831600&x-signature=T1%2FJHfD2LNaVZpDOJDHBLBEXCrw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,nurllia,beli bola bola firal doka,7/26/2021,0,,
https://www.tiktok.com/@nanaalxz,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/28fd8c5755f79b3f8dd52e65c7cefcb8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6b6e1e68&x-expires=1755831600&x-signature=E0mNKZ9BX%2BGfMKL%2BOwXOOLlXR1Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,queen,coklat di lelehin terus campur nasi enak gk ya,7/26/2021,0,,
https://www.tiktok.com/@fitri_mngala,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/c40e3d778be955559a94f7718a81c414~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=84f4c526&x-expires=1755831600&x-signature=cdx7KfLkm80bgetkSMbuNg2Eqfg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Pityyy,kaka kalo di hitung hitung kayak nya 10000 jt kak jajan kk,8/25/2021,0,,
