x1i10hfl href,xpdipgo src,_ap3a,x1i10hfl href 3,x1ejq31n,x1lliihq,x1lliihq 2,x1lliihq 6,source,x193iq5w,xdj266r,xz74otr src 2,x1i10hfl 2,x1i10hfl href 5,yt-simple-endpoint href,style-scope,yt-simple-endpoint,yt-simple-endpoint href 2,yt-core-attributed-string,css-1jxf684,css-175oi2r href,css-9pa8cd src,css-175oi2r href 2,css-1jxf684 2,css-1jxf684 3,css-146c3p1,css-1jxf684 4,css-146c3p1 href,css-1jxf684 5,css-175oi2r href 4,css-1jxf684 8,css-1jxf684 12,css-9pu1vy-StyledUserLinkAvatar href,css-11j0z2t-ImgAvatar src,css-1uxwbtk-SpanUserNameText,css-z35s28-PCommentText,css-ckdg7w-SpanCreatedTime,css-9pu1vy-StyledUserLinkAvatar href 2
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@kaniasugihartii,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7326121608967127041~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b461f4e9&x-expires=1755831600&x-signature=p%2BvUYu4XnYD8atcufwI1UszzjPo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,kaniasugihartii,Raos pisan amis sambil ngeteh cocok,10/9/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@_ginah15,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8d4840bb66213b5195bc9f1e12aede98~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2b42014b&x-expires=1755831600&x-signature=Pf68FV2FZEY6aosa%2FLGsYM%2BArM0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Inahgibran,😁😁😁😁,10/9/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@tatiqnoy16,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cb80938d68be18471759476b27d0867b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=73dc4143&x-expires=1755831600&x-signature=iC5dtnDMgnrvg%2FzOFxf4HVJYecc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,NyiiTati16,kabita ihhh😋,10/9/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@123naura07,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c91defb5c1c4cf0b30d32dc7094efaf1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=62295440&x-expires=1755831600&x-signature=Qzf7vmX%2BwxfWQ4pOdmXt5vKBrQM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,bunda raisah,"astaghfirullah LG manyun.jd senyum"" sendiri..Aya Aya waee 😂😂",10/9/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@linafazar445,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/0187f9542a2230ef10aeb5df8808912d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fe93fa1a&x-expires=1755831600&x-signature=WVFwhrpBC7NXZ%2BBv4pWQFgg5wYE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,linafazar445,"di leles garut seuer, kamari nembe kadinya meser😌😊",10/9/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@didamelinda,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/db5abb09c2f322ab2831a2518b2331d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=11cd39aa&x-expires=1755831600&x-signature=UbeXkUk0kTOqz0OoG4ZzsAu446U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Dida ll lagu lagu TPA,hoyong disapa ku akang rafael,10/9/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@pakaway1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7251847364917493766~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1cd5233c&x-expires=1755831600&x-signature=gfUQOYmxJWb%2By6oqfEwPnd6Zd7U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,pakaway335,burayot ka reuseup abdi,10/9/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@user6557711682183,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8702635189218699c74a1aecf667a571~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0f8326ca&x-expires=1755831600&x-signature=Oeu2ftM2SoO8h1QK8qE%2BugP8oQ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,de khanza,hoyong .......,10/9/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@jafiratul2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7322707611403419650~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8b663879&x-expires=1755831600&x-signature=gT2zpRSqTmlwZAA4gFxIay8zVpA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Jafiratul Saadah,janten hoyong ningal nuang na,10/9/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@indyeryani745,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7064911509545025563~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a6b0d8b7&x-expires=1755831600&x-signature=L44dh6KM5l5AqbYOdSChfqr4nLA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Indyeryani,ciga anu tatangga😂,10/8/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@shamel98,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0c2a4269399cbe1c78f1e33a5055a8bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9ed179e2&x-expires=1755831600&x-signature=Fbv38Gpr72X40tNBmVP%2BYlSIyig%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,You Are Still In My heart 🖤,siga kanyut😅,10/8/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@shoonn08,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f141a5119753aade2430b6b479ce86d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c5c383d6&x-expires=1755831600&x-signature=mc2GJAtQ4SfDXTI1xsFjwljpK3I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,dewi sinta,nga gayot a😁,10/8/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@parjianji,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/07c90690ce33f2534564aac04a71475a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f29e5dd9&x-expires=1755831600&x-signature=X8LfioUixre1TIfrLGvMCro1ABw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,mom's dicky,ngagayot jiga nu mamang🤣🤣🤣,10/8/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@ernanay29,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/977dc78d7af83a0e2fddaff1ccaf2110~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=194338fc&x-expires=1755831600&x-signature=1VZD0ulijxMTWqCtWaxpo0dh%2FOI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,wanay861,tinu tipung beras kang,10/8/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@nikedwi160,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a38fdcc0db65988d2b04291ba4061be9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6de22007&x-expires=1755831600&x-signature=8alD%2BANG7IGpTe9yrCl15NleabY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,@nikedwi160,favorit Abi burayott😁,10/8/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@devvvrsly,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/466f034115a9ff83cb46e05c6b4c2fc4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d4844934&x-expires=1755831600&x-signature=E9yQ%2BnIIDWAnoBRrr1HQ5dLPCdE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Devirusly,aa kade burayot di seblak😅,10/7/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@jinannawailiahusn,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7171003838189535259~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=46be2627&x-expires=1755831600&x-signature=pSDpUwiFlHeHZ5TipOQhIJ5EH%2FQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,jinannawailiahusn,bahanna dari tepung beras sama gula merah sama saadonan ali agrem,10/6/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@mae50171,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/52f38dbd1f1f935dc600c6d6828353f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=40242956&x-expires=1755831600&x-signature=X%2BVQgOJHGtqNFEjAzXxBXGZIKKY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ma'e,kabita euy...,10/6/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@mardian_eva,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d9bd3d95d717086fab801f70a8617094~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b9e4eec8&x-expires=1755831600&x-signature=Xw4lkXhBUMLBcCzhGKVF2P4aePw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,mardian🥰,di tusuk pake sumpit raksasa 😂trs di gantung gt biar minyaknya turun,10/5/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@lelaa72,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3e12acaccc59ccdd7d490610be4c4db3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=44bdf207&x-expires=1755831600&x-signature=oF9OR8u6KsT2ujNeHr18VBSaUwM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Lelaa,siga nueun ... 😂😂,10/5/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@iiyaatmh,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cdf629552ed52b88d70aa0b465caa2c8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=55dbfcfd&x-expires=1755831600&x-signature=Vo8SzJVxR4d428jIrWKJ9c4neqU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sitibono3,eta teh bahan tina tipung beas sareung gula wanasigra mamang rafael,10/4/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@user3040612171152,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8431d103&x-expires=1755831600&x-signature=NhWTht2OSVysYzfbrQeAKi3Uw3Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,user3040612171152,ngagayot ciganu di handap😂,10/4/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@rini81795,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/62fc5340c633bce9d190d47ce0fd920b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0e32182f&x-expires=1755831600&x-signature=MOK67eBEFvsprA1Hq4EX64muMQE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Rini,katuangan khas lembur abi,10/2/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@maretttps3,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/34e22155a213aa82214af2cd3cf8027e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=19adbfdd&x-expires=1755831600&x-signature=jcFmeCQ%2BOcpUrhaOp5LYPrHJeGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,marettt,Aduh kabitaaa ieumah sareng cikopi pait duuhh,10/1/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@miichan443,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7f2326414c9d1c7c998acab16fc78bba~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=66d465bf&x-expires=1755831600&x-signature=l1WZeDJSvJY7SqzBv8LA4YoWOTk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Miichan44,"nama lainnya ""tolpit"" itu kan ya",10/1/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@delizio01,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5f64093453c5978427dc516c575b309a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d636bf6a&x-expires=1755831600&x-signature=2jNYtuK%2Bh6f4%2BIDwxWWQnkMwMdQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Delizio,dari tepung beras akaang,10/1/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@ceonah22,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a493dded096df0551af480e10f70a1b3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=752b368a&x-expires=1755831600&x-signature=7wTgDVHTtKPCMKWxfr4TehJkcX0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,‡★♠Bunda Noer♠★‡,raos ma mirip cucur,9/30/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@trywahyuni190,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/74d7c98c3c843a38c752639e3037731e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5edc49ae&x-expires=1755831600&x-signature=Otrl2B1oBe2bdBQ1up57cT%2FTiFY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Try again🇮🇩❤️🇲🇾👮🇸🇬,harus nya nama nya parayottt😂😂😂😂,9/27/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@m.azka275,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8431d103&x-expires=1755831600&x-signature=NhWTht2OSVysYzfbrQeAKi3Uw3Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,user6029999258335,Raos pisan sareng teh haneut a rafael😁,9/27/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@caramelcoffe03041975,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e1ad59d74760f88a1330bce6aeb59c75~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ca3e554c&x-expires=1755831600&x-signature=kn8Ixka1%2FhVy3TrDdIoc9DM%2Bo48%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,endah,itu kue apa aa',9/26/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@iin_793,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c4ab5499bf959446020218b88ea51941~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7d104c34&x-expires=1755831600&x-signature=IeqJlFQXEHQZSx2jse5yn2LDzgk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,iin nurjanah,ciga kue ali dei meren nya mang,9/26/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@noneng_atikah8,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9b598c760362aece0cf2065f5e43bc7c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=15088a12&x-expires=1755831600&x-signature=kW%2FWEm1JvzYf6Ol4YGl5mU5Gsug%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,nonengatikah,di damelna tina tipung beas srng gula we mung sakitu bahanna mh kang rafael heee,9/26/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@rini_adytha,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3a050a1dbc3d1ec6cd25b0f409a07ace~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8b084a28&x-expires=1755831600&x-signature=62VQYOFv6h51QR0GzAiFioNCcKI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Rini AdyTha,kabitaaaa,9/25/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@ekayessyess12,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/dc8f953b1f52eb3d760608cc7afcebeb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c1d4d907&x-expires=1755831600&x-signature=iateFu3kz4ywu%2BAvEoWrClk52Tg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Eka Yuliarni,jiga naon nya,9/25/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@nelysoyku,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7322043072118784002~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5dae9565&x-expires=1755831600&x-signature=dmPpQnhJ%2Bk530UMqMPBYSf%2BLH%2B8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nellis Amrina Rashada,dilembur akumah burayot mah sarae marancung eta mah meuni buntet..kadieu atuh kapalih dieu cobian kang,9/23/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@chpyh,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7148189311043633179~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e27d2ee3&x-expires=1755831600&x-signature=%2FeoLXSNE16VNOcRcTuJSr5ezqr8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,chpyh,utang Sunda taa ka Rafael mh,9/23/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@yayah3089,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8940ab845ec09d65b92deca0ed5144ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=db5aa896&x-expires=1755831600&x-signature=Vko09Du2cZNpKF%2BBJfaaCPjJZrk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,yayah,nyuhunken atuh burayot n hanet hanet raos,9/23/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@abahdedi73,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fa7dbb6935c6268a04d958886c98e936~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f2037dae&x-expires=1755831600&x-signature=qTdxjcKENqpt9HpsHxDXlczz0Rw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,LONDOKZOAKS,mang naha jiga siki kanyut,9/23/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@nini_gaul85,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f1e64371077a3301b0f8ffd0621b7286~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=60073595&x-expires=1755831600&x-signature=zIE2EpY8BzfQIpzGvfNaJlx79D0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,❖Bhu~Wenwen❖,"Raos nya Komo upami hanet keneh mah langkung mantap 👍
katuangan sederhana didamel Tina tipung Beas sareng gula beureum tapi rasa na mantap sareng teh",9/22/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@nani.nurani55,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b8cde204c12b94442942e58c613ca386~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b2e01853&x-expires=1755831600&x-signature=6yNOtPLGkSPyYCpZOyd%2FBG017IY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,nani nurAni,aa teteh te pernah nyobian hoyong...d daerah limbangAn kira kira atWa dmn aa...nuhun pisan ngiring raoa😊,9/22/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@f.zannx,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e8a0110a132a4db803c66ecc161c940c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4e71e7d4&x-expires=1755831600&x-signature=0080fswJgUa1H68EJCf5kfmktrA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,FF ONLYYY,😂😅,9/22/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@angeliaanjel12,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/767d1f0fa57e2832defbd6f1e2c01ab8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fbff9bd3&x-expires=1755831600&x-signature=OGl3mLAKhEE0qXX4C5t3d7D8hBg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,angeliaanjel12,di damel na Tina tipung Beas abdi Oge TOS nyobian,9/21/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@dwi.lestari4,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b57211059c28f0ebcd3b7b1dc9d34b83~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=af0172f4&x-expires=1755831600&x-signature=7YWIW6Yvtv%2Bcg%2FUjm5xeo2aze%2FQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Dwi Lestari,rasa nya kayak apa an kk Rafael manis kah gurih kah,9/21/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@el.blancostore,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/92d9c3748517b9eace33ecf3610ab6cd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9213969b&x-expires=1755831600&x-signature=uLRTgETcSacciwXyZ1rvrz1lnTY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Demata,enak ah eta teh aa,9/20/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@rianiagustini5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/48cb0d9a573c8610d1fa19c7c91f5604~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=090857e0&x-expires=1755831600&x-signature=S9%2B5EDSWXdK1FBtvLIjJ00%2Fw6nI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Momotcimot,"TOS 5sasih hyong nyobain burayot .can KA cumpon , bilih kersa kintun ka Majalengka 😂",9/19/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@lilismaryani124,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5dc6f81347a1f28bf8b446b7834bb411~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fe12b0e5&x-expires=1755831600&x-signature=pltmb9veUR067puKcT6Oy%2BxPK44%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Putrymaryani,"hoyong atuch mang,hoyong nyobian burayot,",9/19/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@meta_casa21,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d50f6cbada1a20cf9d35f4a0f2dd9c82~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f6568069&x-expires=1755831600&x-signature=5Xi%2FBr0%2FHWBKiOLENDHeas%2BQ6gU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Bubun CASA,saurna mh benten coco adonan burayot sareng ali agrem th.. 😁,9/19/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@_nikasepatani06,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5773e2bc8867b055778677aea6292377~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6c0d7f61&x-expires=1755831600&x-signature=0JM9NHNI2egnLtjWKvMO0ca8y%2Bo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,@niyykaa🦢🥂+*~•••,garut lemur abi,9/19/2023,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@pandudita14,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/244b27ea4081f69c5f8583c23c2c22fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3befdafb&x-expires=1755831600&x-signature=68lPbH0UP%2BY94ztzUUpvY4rBBHw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Pandu Dita Riyandi,Ohh ieu ge nu kamari teh,9/18/2023,0
