x1i10hfl_href,x193iq5w,xdj266r,x1i10hfl,x1i10hfl_href_3,x193iq5w_2,platform,style-scope_src,yt-simple-endpoint_href,style-scope,yt-simple-endpoint,yt-simple-endpoint_href_2,yt-core-attributed-string,style-scope_2,style-scope_3,unnamed:_8,unnamed:_9,unnamed:_10,css-175oi2r_href,css-9pa8cd_src,css-175oi2r_href_2,css-1jxf684,css-1jxf684_2,css-1jxf684_3,css-175oi2r_href_5,css-175oi2r_href_6,css-1jxf684_4,css-1jxf684_5,css-1jxf684_6,css-1jxf684_8,css-146c3p1_href,css-146c3p1,r-4qtqp9_src,xpdipgo_src,x1i10hfl_href_2,_ap3a,_a9ze,x1lliihq,x1lliihq_2,_a9yi,css-9pu1vy-styleduserlinkavatar_href,css-11j0z2t-imgavatar_src,css-1uxwbtk-spanusernametext,css-z35s28-pcommenttext,css-ckdg7w-spancreatedtime,css-1fhml0h-spancount,unnamed:_6,unnamed:_7,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,unnamed:_15,unnamed:_16
https://www.instagram.com/indah_gusti/,Balas,,indah_gusti,https://www.instagram.com/p/C8LSDXvhnr_/c/18051896614711187/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/457795740_1173241790643102_3834522462662799423_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42ODQuYzIifQ&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGWHUX5Cr1Hh9DpWklMw6zuRatzrhn-YeMg58X04cfhd3lHLiYhynWLMe6WUfFmIiI&_nc_ohc=c577ze3iI7cQ7kNvwEeL4aI&_nc_gid=g5j9iUYKP2YaRoy2E7rFBQ&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVUj2QUZuFfbg2Ytqezw1wlqWFWqoPTLfkPFI-BdtL3RQ&oe=68B1A965&_nc_sid=f5838a,https://www.instagram.com/indah_gusti/,Ada minimal pembelian mbak?,62 ming,Opsi Komentar,Suka,Lihat balasan (1),,,,,,,,,,,,,,
,,,,,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#kulitgarut,,,,,,,,,,,,,,,,
,Balas,,sigma_autointerior,https://www.instagram.com/p/DCOlb1XPAwT/c/17973202742677439/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/198244583_314746760118366_3506756113510625491_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4zNTQuYzIifQ&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QE-GLBZ8mqD8AUp87cFpGaD7jMReDDhavYL0I24CJXW3kSC51KOzcjkaF20_KtOgqo&_nc_ohc=DXdCUHWysDAQ7kNvwF49vb7&_nc_gid=5praqi9JoXBv3U4gRZqrkQ&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUoFeV74iZa2RqqVBx-JBqJ1KMaUjBZl0eIOudoHRuIlA&oe=68B1A90D&_nc_sid=f5838a,https://www.instagram.com/sigma_autointerior/,"Minta linknya jg ya ka,apa tersedia warna hitam?",32 ming,Opsi Komentar,Suka,Lihat balasan (1),,,,,,,,,,,,,,
https://www.instagram.com/kangdaninugraha/,Balas,,kangdaninugraha,https://www.instagram.com/p/DCOlb1XPAwT/c/17859967206347614/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/534308079_18426740380098040_5068440620814657573_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QE-GLBZ8mqD8AUp87cFpGaD7jMReDDhavYL0I24CJXW3kSC51KOzcjkaF20_KtOgqo&_nc_ohc=n2TUGTWNaKUQ7kNvwE-mmD_&_nc_gid=5praqi9JoXBv3U4gRZqrkQ&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVSbx-7ek3zyK4oNg0pCQgNY5NgIbgkxl36utSJBRefaA&oe=68B1B615&_nc_sid=f5838a,https://www.instagram.com/kangdaninugraha/,Cek harga,29 ming,Opsi Komentar,Suka,Lihat balasan (1),,,,,,,,,,,,,,
https://www.instagram.com/irfand.01/,Balas,,irfand.01,https://www.instagram.com/p/DCOlb1XPAwT/c/18291165769174934/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/244747261_1311025065991849_736204398648418212_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43ODAuYzIifQ&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QE-GLBZ8mqD8AUp87cFpGaD7jMReDDhavYL0I24CJXW3kSC51KOzcjkaF20_KtOgqo&_nc_ohc=K85E2lVhJOUQ7kNvwEDWGfR&_nc_gid=5praqi9JoXBv3U4gRZqrkQ&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXDXSDRrcIxJTZDO_gHE9dv-9mymrVs8nDIaFUw53vPSw&oe=68B19C4D&_nc_sid=f5838a,https://www.instagram.com/irfand.01/,Mau minta link nya,29 ming,Opsi Komentar,Suka,Lihat balasan (1),,,,,,,,,,,,,,
https://www.instagram.com/hyundhai2005/,Balas,,hyundhai2005,https://www.instagram.com/p/DCOlb1XPAwT/c/17995544537546625/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/349223261_1437783520384925_3059660732208486913_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDc5LmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QE-GLBZ8mqD8AUp87cFpGaD7jMReDDhavYL0I24CJXW3kSC51KOzcjkaF20_KtOgqo&_nc_ohc=lMErxslEdgoQ7kNvwGTSot7&_nc_gid=5praqi9JoXBv3U4gRZqrkQ&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVsYB3rs6DJzdiqsaAk9PQaIUK6wP4IzZQ6d-llmUHmjQ&oe=68B197CA&_nc_sid=f5838a,https://www.instagram.com/hyundhai2005/,"Halo kak, yg ini harganya brpaan ya?",40 ming,Opsi Komentar,Suka,Lihat balasan (1),,,,,,,,,,,,,,
,Balas,,dwibhass,https://www.instagram.com/p/DCOlb1XPAwT/c/18354800743122389/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/448047710_417914864552497_4740695507456920342_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QE-GLBZ8mqD8AUp87cFpGaD7jMReDDhavYL0I24CJXW3kSC51KOzcjkaF20_KtOgqo&_nc_ohc=b1MGomnJ1BwQ7kNvwHr-J2m&_nc_gid=5praqi9JoXBv3U4gRZqrkQ&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVcvr2kUQFIbfi4O3beTay-bHU0GtiUHWKyqOzsDzCXRA&oe=68B1ACB2&_nc_sid=f5838a,https://www.instagram.com/dwibhass/,Bisa kirim harga dan link pembelian e-commerce nya?,32 ming,Opsi Komentar,Suka,Lihat balasan (1),,,,,,,,,,,,,,
https://www.instagram.com/reni.haryani.5494/,Balas,,reni.haryani.5494,https://www.instagram.com/p/C8A3yzXhoLI/c/17957477567822295/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/139425185_311507396970151_8813374473473084224_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MjAuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFHTuskWl_78PjYkBFL8Cfh-jSlUOiJHcpfVfkVx1zvHrZOMOuWilElDcl8Bd7_nrc&_nc_ohc=bjv8n8I2AZoQ7kNvwEOT5p5&_nc_gid=IOGhQKfFNqt86NQaaOVFuA&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWLrN9dAOOByg1iM2BG_NTMZziavt6dtEF6mxY3YrHc0Q&oe=68B1C2B3&_nc_sid=f5838a,https://www.instagram.com/reni.haryani.5494/,Yg size s brp kak,45 ming,Opsi Komentar,Suka,Lihat balasan (1),,,,,,,,,,,,,,
https://www.instagram.com/pjartsouvenirpati/,Balas,,pjartsouvenirpati,https://www.instagram.com/p/C8A3yzXhoLI/c/18274230331226688/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/312366314_1084226785594113_1590503262534646822_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFHTuskWl_78PjYkBFL8Cfh-jSlUOiJHcpfVfkVx1zvHrZOMOuWilElDcl8Bd7_nrc&_nc_ohc=Ir-k9vdXRYYQ7kNvwFHO2FI&_nc_gid=IOGhQKfFNqt86NQaaOVFuA&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUFwnF9Bnr5ZanevZG0DjZLimmGcFu0BkYsntK9BP09pA&oe=68B196AA&_nc_sid=f5838a,https://www.instagram.com/pjartsouvenirpati/,Yg uk kecil model ini ada sis?,59 ming,Opsi Komentar,Suka,Lihat balasan (1),,,,,,,,,,,,,,
,Balas,,benneng_sreu,https://www.instagram.com/p/C8A3yzXhoLI/c/18035812111823802/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/22637121_123930828366871_5371654681586040832_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFHTuskWl_78PjYkBFL8Cfh-jSlUOiJHcpfVfkVx1zvHrZOMOuWilElDcl8Bd7_nrc&_nc_ohc=PdAR0QY64sMQ7kNvwEEoWrz&_nc_gid=IOGhQKfFNqt86NQaaOVFuA&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfV4nGXQAFIgCGhST1YhbkWzkZNoANv8EKG42cbmQZavHg&oe=68B1A60F&_nc_sid=f5838a,https://www.instagram.com/benneng_sreu/,1 size kah ? Ato ada size lain dr model ini?,62 ming,Opsi Komentar,Suka,Lihat balasan (1),,,,,,,,,,,,,,
https://www.instagram.com/gerai_cantique_shop/,Balas,,gerai_cantique_shop,https://www.instagram.com/p/C8A3yzXhoLI/c/18011694470394179/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/109838101_2750103045244484_5280331473396693808_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDUwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFHTuskWl_78PjYkBFL8Cfh-jSlUOiJHcpfVfkVx1zvHrZOMOuWilElDcl8Bd7_nrc&_nc_ohc=-ApCpX6PHoEQ7kNvwF2mb63&_nc_gid=IOGhQKfFNqt86NQaaOVFuA&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUMPj6GJqKlxAJmbpeuM0loYt1-fuuWOqkdblxdNzBhBw&oe=68B1AE3D&_nc_sid=f5838a,https://www.instagram.com/gerai_cantique_shop/,Harga ?,62 ming,Opsi Komentar,Suka,Lihat balasan (1),,,,,,,,,,,,,,
https://www.instagram.com/dhieyaessared/,Balas,,dhieyaessared,https://www.instagram.com/p/Cp6QJ6tvr48/c/18182445475254268/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/485642672_1183975520067929_2305239603946454146_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFvnJXSmWNwKE909zss2zoIqEGdtwaRo0tXYKnjRHrw1Vm7uQGi0xyjsY5UIfyY7hs&_nc_ohc=3AZqOjarWYEQ7kNvwE33pQ9&_nc_gid=B0LY3Q7uS07K3b-CNKn0dA&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUepqHiTc4-Y3u7JeDul2Tl74cfJ4PeeaYvG-C6sPKrlQ&oe=68B19FDB&_nc_sid=f5838a,https://www.instagram.com/dhieyaessared/,Waahhh ..jastip kakaakkk..❤️❤️❤️,127 ming,Opsi Komentar,Suka,Lihat balasan (1),,,,,,,,,,,,,,
https://www.instagram.com/rwidiani/,Balas,,rwidiani,https://www.instagram.com/p/Cp6QJ6tvr48/c/17968388510096174/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/438645587_1843630729444095_6885120293319187270_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby41MzAuYzIifQ&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QFvnJXSmWNwKE909zss2zoIqEGdtwaRo0tXYKnjRHrw1Vm7uQGi0xyjsY5UIfyY7hs&_nc_ohc=K6ZLtZEdBTAQ7kNvwHjRUPl&_nc_gid=B0LY3Q7uS07K3b-CNKn0dA&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfW7zXwLINN5nWLzFo4tY8NoAk6u473ZbcQHL_0WtKxjzg&oe=68B1C427&_nc_sid=f5838a,https://www.instagram.com/rwidiani/,Jd beli yg mana?,127 ming,Opsi Komentar,Suka,Lihat balasan (3),,,,,,,,,,,,,,
https://www.instagram.com/pipitpuspitasari81/,Balas,,pipitpuspitasari81,https://www.instagram.com/p/Cp6QJ6tvr48/c/17960216027383238/,,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/462179905_1037296807963866_8176092402319922038_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NTcuYzIifQ&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QFvnJXSmWNwKE909zss2zoIqEGdtwaRo0tXYKnjRHrw1Vm7uQGi0xyjsY5UIfyY7hs&_nc_ohc=XPEkAhmIxX8Q7kNvwELZb4p&_nc_gid=B0LY3Q7uS07K3b-CNKn0dA&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXDrB8pnK81Z765xLaLuGV64jeeVZVy3z9VYZyzrSapSg&oe=68B1BF05&_nc_sid=f5838a,https://www.instagram.com/pipitpuspitasari81/,Borong mba sisil 😁,127 ming,Opsi Komentar,Suka,Lihat balasan (2),,,,,,,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@uji.sundari,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/43f66ed76f4907f0878e0402c6c4452d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b9dc2932&x-expires=1755824400&x-signature=A8x9sb4xHg0zzbXdXya5CovNfaQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Uji Sundari,mau tas kulit Garut selempang murah,5-Jan,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@shintawulandari174,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5da71be080a2fa64b78e170314d1dfae~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e0527762&x-expires=1755824400&x-signature=16v4IB%2BUgYUizBsWdGtQ6hKXxgc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,shintawulandari174,"Aku langganan ngt tas dr sukaregang, cakep2. Betul kata kakanya ada harga ada kualitas, aku pecinta kulit full up, dapet harga 350 rb tp beuh mantap bgt. 🤩",12-Mar,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@mamah.alit19,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2a4312d&x-expires=1755824400&x-signature=33VFc%2FcOeDSLdrHUVz8arTgulKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,mamah alit,sendal yg ada haknya ada g k,1 m yang lalu,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@xkyz.982,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7330054712110088210~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bcb875aa&x-expires=1755824400&x-signature=xaGTnScCZZwEYmdQz%2FIxdfeFNuQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,nins.1020,"ih aku mah percaya banget produk grt ,jd langganan produk grt ,tas ,sepatu,sandal awettttt banget...dan sll beli lg",12/17/2023,5,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@agung.nugraha806,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7329437319961231366~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8e315b20&x-expires=1755824400&x-signature=y88s3OucByhjMOvmwSuY6S22P7g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Agung Nugraha,setiap hari tutup toko jam brp ya ?,23-Jul,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@piscesss_83,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/afef0bace00c6eff33b602bf989d248d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e3b1f387&x-expires=1755824400&x-signature=Tr7C0XnLNbuUhVPLH%2FcwRiuWMrg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,piscess83,tas nya awet sama sepatunya juga,12/17/2023,2,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@p.i.p.i.t8,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5aa09cb19ac02346de598bd294f54d2b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3b1ce40d&x-expires=1755824400&x-signature=k%2BB3G4FHHix9sM6VRg%2FkBCSB4Vk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,P i P i T,yg abu brp,25-Jun,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@elissri38,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/cd4320173bc3f6df5af47c538c17e18c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f61cd310&x-expires=1755824400&x-signature=U9cKSu6dfb809KImNiYce6h8VlE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,elissri38,bener banget aku pernah beli sudah hampir setahun beli sepatu dan dompet tiap hari d pakai masih bagus kuat lagi nyaman lagi pas dipakai 🥰,12/17/2023,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@dewiirawan0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/27d6335ef419800c52614ce2947bf6bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=75285566&x-expires=1755824400&x-signature=xN6h24pyJt6DoEmJjd2ccm5uSDI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Dewi Irawan,teh mau liat sepatu pria,21-Jun,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@nurhasanahhb,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7064353288468037659~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d9b69530&x-expires=1755824400&x-signature=9MkhSlx0am0IM9yEDDSkErT%2BTAY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nurhasanah Hb,"sama jg pny tas ,jaket ayahnya,gesper ama tas dah veli sblm covid sampe sekarang masih awet",12/17/2023,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@agy.jpg,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/df9934982eec51e2b419d5df43d073ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4cd896f0&x-expires=1755824400&x-signature=QD56MxU2m1iiQ7kvjEp59wT5sJ4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,agy.jpg,"Yg mahal ada yg murah jg banyak, tergantung selera. Dan yg murah jg banyak yg bagus2 ko. Palinh ditunggu2 kl ke garut pasti ke sukaregang..",12/26/2024,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@liaperdana2,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/74eae6dd32ca6a80f9842dee8e7cd945~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0ab0fde2&x-expires=1755824400&x-signature=vsp2nlfr1EhVWf2riHbDHAZKgnk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Lia Perdana,"Sy jauh2 dr Bogor kak, puas bgt cakep & material super, asal teliti aja cek jahitannya cari yg lbh rapi 😍",1/3/2024,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@abcdefghinimah,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/236b6fe2a7722081636a3b37bcb77a03~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4d9fa954&x-expires=1755824400&x-signature=3fZ5cI0LR%2F899T%2FlV%2BUWSKG3R1A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,matchafrape,Ini tdk jual online yah,16-Apr,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@kalanala,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe2c5f8707ca7649606967341bfb5945~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=716fb2fe&x-expires=1755824400&x-signature=PV4vIZ7S8B%2BhKWV0roQxbaurdto%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Kala Nala,udah 2 kali beli online sepatu garut uk.40 tapi gak muat 🤣.. kali ajaa di sini ada yg ukuran jumbo 41 ke atas,4/17/2024,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@lin_15798,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b8d195fc54cc44427e7d27bc8e1f7bb2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1e98dfc7&x-expires=1755824400&x-signature=KIh9i4tfHFC0YNrCTr7BAYhgkoo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Lin💕,Ada toko onlinenya ga kak?,6/26/2024,1,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@cantikoyi,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/42f412ea7a8f64837fb8aad70082f78f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fc561d87&x-expires=1755824400&x-signature=AUl7P51%2F3jqCbNbHriaKHzVku5Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,bubey,awet dan murah,11-Jan,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@zahrana_mafazza_alfawwaz,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3b8fc9039d2096f280152d1d788417cb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=72b54895&x-expires=1755824400&x-signature=FPiZwW%2B1wMNnJkgqHA3sgqvf5eI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Bundadari,kka keranjang kuning,18-May,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@user58028773544090,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2a4312d&x-expires=1755824400&x-signature=33VFc%2FcOeDSLdrHUVz8arTgulKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sifa,sepatunya spil kak,11/17/2024,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@nafisatulalawiya9,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7b13fd78f17a8450884da7fe930a7a8e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=96a726b9&x-expires=1755824400&x-signature=%2B39psb9JIRJz3gzyTXFJQ%2FX2Hjk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nafisatul Alawiyah,"ad spatu Tutong laki """,22-Mar,0,,,,,,,,
