x1i10hfl href,xpdipgo src,_ap3a,x1i10hfl href 3,x1ejq31n,x1lliihq,x1lliihq 2,x1lliihq 5,source,x193iq5w,xdj266r,x1i10hfl 2,x1i10hfl href 5,xi81zsa 2,x1i10hfl 3,x3ajldb href 2,x193iq5w 2,style-scope src,yt-simple-endpoint href,style-scope,yt-simple-endpoint,yt-simple-endpoint href 2,yt-core-attributed-string,css-1jxf684,css-175oi2r href,css-9pa8cd src,css-175oi2r href 2,css-1jxf684 2,css-1jxf684 3,css-146c3p1,css-1jxf684 4,css-146c3p1 href,css-1jxf684 5,css-9pa8cd src 2,css-175oi2r href 6,css-1jxf684 9,css-1jxf684 10,css-9pu1vy-StyledUserLinkAvatar href,css-11j0z2t-ImgAvatar src,css-1uxwbtk-SpanUserNameText,css-z35s28-PCommentText,css-ckdg7w-SpanCreatedTime,css-1fhml0h-SpanCount
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@inggarayu08,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2fe55552e20c8ccda2d37be665df56ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b6405761&x-expires=1755831600&x-signature=c1vgxzOU6oKIFqoECdmOnmA3Ch4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Inggar Ayuu,Pedas daun jeruk gak ada ya,6/24/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@kharismaima41,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0f352ad38617c031bc25cfa3027bebd2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=96c0f8d2&x-expires=1755831600&x-signature=IEVxcXLQdfi9QVWrkCX8kaJwedI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Kharisma Ima,Yg di video rasa apa kak?,5/30/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@njan_saja,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9b661a43a68dd875f230a71a7b5f383e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=46bf1149&x-expires=1755831600&x-signature=8Y94OCxSkjrbT1TiE0eIFgwgGXg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,𝔫𝔧𝔞𝔫𝔦  ⋆୨୧˚ ⋆,udah trauma karena aku beli bau sapi banget😳,10/28/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@sonialovesannie_,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e5729ceca6f3d622b035369fa673e8c6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5582f7b9&x-expires=1755831600&x-signature=2Bm8sh6c5XdxSekFYvwyqemfAUw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,niaa,yg pedas asin itu pedasnya gmn kak?,8-Jan,1
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@amel.ameliaputri4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bb4879ce8a0ed93fd521df6a639e3312~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1e6898ca&x-expires=1755831600&x-signature=0H3Ttz%2FbCZu6sEn3OHhlhTrM23w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,lailatull ameliaaa,kak. ada. yang. original,7/12/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@naaa.645,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5621ace4bf61349e1cae250fa0705520~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4a5a290f&x-expires=1755831600&x-signature=QuUKy2LrCUAIsq5Kpz5UQ1Iva2s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Naa⚡,sebelum daftar gara-gara 18rb tapi gk bisa fi chak out sesudah daftar harga 78rb🗿🙏,7/19/2024,1
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@sugaringsassy,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d030ac739be40ed108b37a7251bb5a33~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=56c8eb71&x-expires=1755831600&x-signature=vkeKlOmKS%2FzdkeAu5Csqzbwmvek%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,novi,pls ngiler banget 😔😔😔 langsung co,6/1/2024,2
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@ritacitra7,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7325431930973847559~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=83a80a20&x-expires=1755831600&x-signature=3KHc8jxgZL0dImvnNxqto%2B7KrCI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ritacitra7,"Mau yg pedes asin daun jeruk, pengiriman dari mana kk",8/21/2024,1
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@imnobody1296,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c60d2f762eae6cf291f762371ce296da~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0bc026b2&x-expires=1755831600&x-signature=JhvHG4pj%2BOK9pfEw%2FchUNBnX5%2FE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Just Call Me D,keju nya enak bangey,11/11/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@mahesa.vandes.nug,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f3ad1e757876d9665a518b499cd463c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=60113b7f&x-expires=1755831600&x-signature=prvFSFsTgbGMw8XrFqBqwIeNFO8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,pp ONE PICE,mix 2 rasa itu yg GK pedes bisa GK kak,19-Mar,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@jallenn_0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9f92cc42876440a17160026946d6a12c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=587269d8&x-expires=1755831600&x-signature=9MARp%2FzW8br2aA8IU%2BYTp9vNVRw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,𝘧𝘭𝘖𝘰𝘸𝘭𝘺_𝘷𝘦𝘭𝘭,tapi nnti batuk😹😹,26-Apr,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@r.a.5102,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/eaeba129e1c0b4c4fd118bb177687f81~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=81b3562f&x-expires=1755831600&x-signature=nWUmGeJyETiBYtsB1%2BsBQfVVonQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,R.A02,gag bisa cod,10/10/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@t4anz_,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/333cb06f683b7243be9591757ccaf2f8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fa2f89da&x-expires=1755831600&x-signature=aozoITSK8jDEfeJJRY6FgI1PHM8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,,ko ga bisa cod,9/20/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@fairy_angeljourney,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/193952c2c9a2af7b972ca9294378bdcd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d99a222e&x-expires=1755831600&x-signature=1mgoEu3J5KD5IDo9pDNCVXUSwh4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,k a l u n a,Ngiler😭😭😭😭🥰🥰,5/16/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@aquarius14141414,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0b4b12163e8611b6e058cb5ae18bd317~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=81ca8ce7&x-expires=1755831600&x-signature=9chAIRmNl0clVG0MEFH5GYkUyK4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Aquarius♒,pengen beli pas liat ternyata dari sapi. 😭g jd beli,7/14/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@gooddayfrezzeee,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/939d6b32d0cc6624fcb9707d7426a751~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6ae815d5&x-expires=1755831600&x-signature=AJJ2ll4i%2Fi%2FkRevlel4jmFY4U2E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Cell,"kak pedes daun jeruk itu asin gak, pngen asin 😭",8/15/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@appunit3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b38441c4735a4d247e6ef2a0d5b99c4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c6cf6935&x-expires=1755831600&x-signature=TkdxEPN1nbOeF36I3lqLAdY1%2FHc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,appunit3,dapett 20 RB donggg,12/1/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@nazwaanzla,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/aab39eabebb7c88fc5f0dfcabf49a0f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b102f936&x-expires=1755831600&x-signature=KT6LIWuI2%2BVVUI5X8tH%2BKgst1hY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,🚩🚩🚩,kranjang kuning nyaa mana,7/1/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@poppyaul,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/475795c316762eb976c8360754e55b2c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1ee8d038&x-expires=1755831600&x-signature=YJkT%2BZJ971Y1HEhpUsQcvnyMlQY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Aul,Ongkirnya buset mahal bgt,6/3/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@ceritawfh,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e851da473eee99f58cd2c7fb3178f1a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=985100fc&x-expires=1755831600&x-signature=EaqDQJmZTG51UqZ7KNIW2vPLbi4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Cerita WFH,kasih kuah gulai,7/17/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@sutan.syahira34,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/22fec24d2cf1e283cc65ffad4e304424~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c297626d&x-expires=1755831600&x-signature=vy8aeCjXPNxKUV30%2BxQz%2BeQq9eI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,leogirl,ngiler,6/2/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@_samuelreza_,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/73295ef34b5c647a26639274506e685e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=030033a4&x-expires=1755831600&x-signature=pCCl7BjbPPcfLIgfCAw2A1Y%2F1jI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Samuel Reza,kerupuk kesukaan✌,6/2/2024,2
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@yunanidenizeryuna,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dd33d364a9d276ad417190cf8cc7831c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c433387b&x-expires=1755831600&x-signature=XWB2sqmrq1WEdW9PPbCdKp5oKdA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yunanidenizer Yuna,😭aduhh enkkkk prahh inihhhh,6/3/2024,2
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@siscafanny27_,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/c23d0a4541e30d9d47cd94c98b82164c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=93168baf&x-expires=1755831600&x-signature=OMnL2HCLsib7g5myi7V%2B8K7EGPs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Sisca,pas nyoba emg agak amis gtu ya🥺,6/26/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@nn05271,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7342788061300064262~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=45891e43&x-expires=1755831600&x-signature=We2ymK4%2F2fMYAPF5JfL9hM48dEA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,nn,jual yg buat sayur ga ka,10/15/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@ejasukamewing,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/96853f19dab0f7f3aae510de564b8be7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=343857fd&x-expires=1755831600&x-signature=XFMvP7NeFEwGpi15i6DOh59bykc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sodrekers karingau kilo 5,mending beli di toko dari pada beli online 😹,8/18/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@reva02762,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c208ed381c16f314ec8915fe71e1c904~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8f429d73&x-expires=1755831600&x-signature=Bjlgz%2BlzdCahvC39ScrGXFLRsns%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ninaa`stecuu💤💤💤,aku dapet 12rb,11/25/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@itsninaay,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/33da9e596e1678ac4effe5f802b1225a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fcc1bdc4&x-expires=1755831600&x-signature=rWNOuoLCDWkpDTZzxR8H53aaLMQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,chameliaaa,ongkir nya mahal x weee 😭😭😭😭,6/21/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@sky_ble,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1e18d969a59bbacfbdb18f7d7717df97~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8e1099d5&x-expires=1755831600&x-signature=AZxUbjTNBZn2UMFttIfgX4berNY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sky_bless,ka itu kulit b2 kan? aku pernah beli yg Kya gitu tapi kulit b2,9/19/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@selfia6509,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/53265f61252b53124cd97596c0832e39~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8713aaaf&x-expires=1755831600&x-signature=PB8Os3X%2B2nmHuYA6zoFuNLb3YyU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,cookies manis,ada shopeenya ga kak?,10/16/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@gengnagaputih,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f9426f29b8903bcda5f7dc77c0661a0c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d194a2a7&x-expires=1755831600&x-signature=mJUy%2BRdKjVjQ1jWTs%2BQB0tXhlXU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,fyp,aku udah pernah nyoba,9/14/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@callmedepy,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/39f0b25b206ac3ff76409292febec409~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ecc897e1&x-expires=1755831600&x-signature=1IfK2XnIT6nyLPOLUBIcCYUA62M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Azhari10,berminyak ga sihh?,8/26/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@tonisetiawan445,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/72690f08ad08f8882799bc3634309bf6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=67696c4c&x-expires=1755831600&x-signature=9b%2Bs6uMjqqpLEtUos0TKTzwPZOY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Toni Setiawan,asinnnnnnnnnnn bngettt,8/19/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@_snwaglskirana,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7b46508503d062c5c7ea354189e41015~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b130a2dc&x-expires=1755831600&x-signature=fMdOlkVkTbTg7SHaHqz79w5abPM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,snawglskirana,"Gilak ongkir nya 200k😳,",6/23/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@4351ka,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/a099537fdbbbb4abfd60da3acf14cb86~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4e54f277&x-expires=1755831600&x-signature=yYqp6yiDKq6cOTwAJXkO9iLbOig%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,TONDI100211,sampai di saya uda hancur sakin tipisnya😅,10/15/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@kikoenaktau_11,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cfeebc831df0d285a8fec268744b7ee2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e9c6fb03&x-expires=1755831600&x-signature=tjPzHynLTwA%2FfEvTnYIKoL7NByM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,S4TRIA                     🪰,Ueeeeeenak banget pas aku co,10/21/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@alesh_ngemil,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/706bbc3cec00475c6a0d6765a1223698~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eddc8f33&x-expires=1755831600&x-signature=fIszLX5IQo8eZv2fcemQR%2BeybEs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Alesh store,iya kayakna enak makan pakai bakso ya kak,8/2/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@cherymedan.shinta,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/03f1fb1ae8a200708566d7f0371d242d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6cafba84&x-expires=1755831600&x-signature=5lJHhKLC9NaKpulF11zi6GuoGpo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Cherymedan Shintaa,ongkir nya mahal bgt ke medan😭,7/23/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@babang.iro,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cde98fdc65ead9bf654e9938b8f76a67~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5472b22e&x-expires=1755831600&x-signature=m4F3QbZ%2BIuTMTlCZSPnRsJr1Sc0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,babang iro,@ggughhyggy,10/21/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@kevin.pratama446,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7364751431750025222~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=85929444&x-expires=1755831600&x-signature=UdvbkJ%2B9r%2FtJiPDD38bkRNzBN4c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Kevin Pratama,fi rumah ku 20k se gitu,6/28/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@mb_crbn,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7088716296124104731~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=be584649&x-expires=1755831600&x-signature=Sh95pMd5fNBP6bKLT65RrVP57m0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,M_B,ga seret katanya..🤣,6/23/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@khairil.jaluk,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/352f3c98be8da1b2eee8adf64fc8764c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c7dd357d&x-expires=1755831600&x-signature=E3QsXYM2oo6pWq8X3jJysZcSffQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Khairil Jaluk,onkirnya mahal,8/22/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@toki_toki020,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/037960e963d8474e2a13b737e236b525~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c8da3fc9&x-expires=1755831600&x-signature=ZsRd0h6WL6gOY1tBUcdVvApEvgg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,taki,cocok buat diet gak ya,6/3/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@kucinglaut23333,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/10e94e9df929daa54c8a11d276e5e922~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d7b0e022&x-expires=1755831600&x-signature=jOx6n%2Bf6aPRZd4eFUsN4%2BaJrFnM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ci🥶,pen beli tpi ntr tumpang tindih di pengirriman dptny cmn remahan🙄,6/23/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@yozzeblack,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a87a2e396c56d3c91729d897774dce6c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=282d010f&x-expires=1755831600&x-signature=h0fDk%2F3gXqLyD7wMcTwfVNgpeto%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yozze,saya beli 1 bal cuman 25 kak di tempat kue kering,7/18/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@nanatrexxx_,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/09ad51a5035d280acb25f505be451b48~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0acdc4d4&x-expires=1755831600&x-signature=rQGTO9rih%2BnRgjtFPXADRBfMy8A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Zeejkt ᥫ᭡,Bubuknya bikin sengak di tenggorokan dan batuk batuk tapi gpp enak kok👍🏻,6/10/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@adwi.pr,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e31d22e2202301ab09b4d0e59260407e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d180f0de&x-expires=1755831600&x-signature=fWEDdYnbQjj6vXy2v%2B5wEOgYPI4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Adwi ✨,"Bismillah ada yang co ya kak, semangat pejuang affiliate 😍✨ bisa yuk 🥰",7/18/2024,0
,,,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@adekdwik112,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/639aeefc94a2bd2e43b3a1dba7d37dfa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2e94b3a7&x-expires=1755831600&x-signature=KMM2cqbu27Jdo5nMBnGBZzlQhyg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,_ADEK.DWIKK,lu kira gw punya banyak duit 1 ribu aja gw gk punya🗿,6/24/2024,0
