css-9pu1vy-StyledUserLinkAvatar href,css-11j0z2t-ImgAvatar src,css-1uxwbtk-SpanUserNameText,css-z35s28-PCommentText,css-ckdg7w-SpanCreatedTime,css-1fhml0h-SpanCount,,,,,,,,,,
https://www.tiktok.com/@www.geb,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/63ba7539e8333b831e393ff40e3e78b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=43f770f9&x-expires=1755828000&x-signature=c1T3zyIwDBxibDnRe4GMKAaU4AU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"RENDRA,l4l","la gua beli 1 kg 21rb,di pusat senek",12/12/2024,0,,,,,,,,,,
https://www.tiktok.com/@converse_star,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9b3ac593e08438717bffda9bee32797e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ff7b5dd2&x-expires=1755828000&x-signature=8y7awLO5NZEJfwZWb4n%2BX6gJtYU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,A.C.A.B,itu yang bungkus kertasnya nempel kan,12/11/2024,0,,,,,,,,,,
https://www.tiktok.com/@bangyar00,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fec20390fafa22234b27b18beadd5d6e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fd7d9c6c&x-expires=1755828000&x-signature=bVKS%2BDaX618sriDJccDq2Na%2BcCM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,bangyar,500g 30rbu.. mahal,12/11/2024,0,,,,,,,,,,
https://www.tiktok.com/@yuki24913,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/47537163e885a81370d44c5ecc1889ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=529716e1&x-expires=1755828000&x-signature=7sV9%2FNe90MXa9I5NUWtLrsTNaRU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,yuki,berapa itu 1kg dengan varian rasa,6-Jan,0,,,,,,,,,,
https://www.tiktok.com/@sugeng.riyanto329,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/44922f2bb8f152bc25ded1a9322c5770~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1f04f327&x-expires=1755828000&x-signature=DEM0r76W1gYLPG0QDRqOwyq2Us4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"ANAK,E PAKE.SING RAGEL.!!!!!!",udh q gasss ms....dodolnya.,7/19/2024,1,,,,,,,,,,
https://www.tiktok.com/@hadit_nata,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/ad4fb9c902ca8098d09768ab201c6536~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5a8369fe&x-expires=1755828000&x-signature=BTJGYOoo%2FZpeEQDS91ogjSCj%2FcQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,HADINATA RADEN,ini di banten 1 kg nya 25 ribu,12/13/2024,0,,,,,,,,,,
https://www.tiktok.com/@akew6266,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/291073431eaa594eee1d4f93ce6ef09f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=608bfbb0&x-expires=1755828000&x-signature=scgMKwQHDvk%2Fu8TnQz6mCmsMkn8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,akew,bandung,12/25/2024,0,,,,,,,,,,
https://www.tiktok.com/@baratv.id,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/090bfbff2b40b4b75c0e1f3b3c651d92~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3627a94c&x-expires=1755828000&x-signature=YNv3IuyPrmxWwoV8LPjn8bId5%2BA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Baratv.id,murah itu...kemarin pulang dari puncak seperempat 35 ribu😭,12/13/2024,0,,,,,,,,,,
https://www.tiktok.com/@user1177438696832baday,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/98a0f54c8efa415f9cc56add1951c149~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ec264188&x-expires=1755828000&x-signature=mlbrPSVE3oEf8AeEO0owDkHJMnY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,user1177438696832 baday,bisa cod boss,3-Mar,0,,,,,,,,,,
https://www.tiktok.com/@ajhie37,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a26c533b41739c13ff90402e625aa1d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=92549f9a&x-expires=1755828000&x-signature=XMtHMOc7bxuoICXUHmaxXszEM1k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ajhie /ajah,dh co di tnggu kedatangan nya😁,3-Jan,0,,,,,,,,,,
https://www.tiktok.com/@wawan21212121,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6adebef5cd1a14a99816a34d9eaf86a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eee33080&x-expires=1755828000&x-signature=ePbxJ13VjacFKod1jzle2R%2BfUmc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,DUDA😘 ANAK 1,bisa pesan 1 jenis aja ga kk,3-Jan,0,,,,,,,,,,
https://www.tiktok.com/@kodok.balong,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/58b7453f5eded3452e40ace6aed668d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f805261e&x-expires=1755828000&x-signature=I9DveM6JXpkhQTf1io55AswrKKg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,kodok balong,dodol itu banyak di pnjarahan dibanten,7/17/2024,1,,,,,,,,,,
https://www.tiktok.com/@sohulabang,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a35e9a36df2737ea7742dcdd32ae4884~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5fd5cde7&x-expires=1755828000&x-signature=zA1R7L9DKzP%2FSM21eII8sJAreVs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,makantai,1/2 kg 18rb?,12/12/2024,0,,,,,,,,,,
https://www.tiktok.com/@uda_breziano_orlando,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6884d9d19984172d852c7d7842c0ef57~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=95707ffd&x-expires=1755828000&x-signature=nR%2FtIxbU6I9LvGKDt6QJmkYDPJo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,🪐UDA BRE_14.⛎,bisa cod ngab,12/12/2024,0,,,,,,,,,,
https://www.tiktok.com/@lintangkemukus5871,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7332075674737475590~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=90ac6932&x-expires=1755828000&x-signature=IUJtAc%2F3G1ZUMntvXpj6Cv3TqKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Lintangkemukus,mint,8/2/2024,0,,,,,,,,,,
https://www.tiktok.com/@user4109348406639,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f4a4d1880a52b183b13f98f85a858ecd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=88aab920&x-expires=1755828000&x-signature=vUO9Hk4Q3BsbDcWPfj5PB80wc78%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Aries,baru engga,12/13/2024,0,,,,,,,,,,
https://www.tiktok.com/@irman.nasehat.terbaik,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dde53ae9c615aec8307815752c13f92f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cffdeeb6&x-expires=1755828000&x-signature=gG0l4qd0Gm6d%2F%2BpAE0spplgmXdw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,irman.nasehat.terbaik,enk tu.. kalau ke Dumai riau berapa total nya,12-Feb,0,,,,,,,,,,
https://www.tiktok.com/@media_shopp1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/962e3d0de62e86286b2edd3dccd69f0c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7d1141b0&x-expires=1755828000&x-signature=6S4yUpGGjmJHz%2B3MMNFMrWMrifc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nurhikmah,ini pasti Dari SAGURA kan hhehe,12/11/2024,0,,,,,,,,,,
https://www.tiktok.com/@buiu43883,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cc4130381051b371f6edd63c76dc4cac~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e7e887f4&x-expires=1755828000&x-signature=MBgXLIlBA4s1FC3sPZtJ%2FGpxw0Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,o i,cara mesan ny gmn bg?,12/10/2024,0,,,,,,,,,,
https://www.tiktok.com/@riskakartini53,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/18ea30084cd1d05ec6705033ececdf5b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0293bcaa&x-expires=1755828000&x-signature=GWz4gyvzdcwuUpCr%2BqZQTmbJTcA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,riskakartini,oh enak beneran tadi bunda dah fikirem..beneran enak👍👍👍👍,12/2/2024,0,,,,,,,,,,
https://www.tiktok.com/@josssy850,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8577cf19978ef05526e40819f653974d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f6b1f242&x-expires=1755828000&x-signature=s48GgNXYESoWOnkLSPAewue5jww%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,josssy,hrg sekilo brp?,12/7/2024,0,,,,,,,,,,
https://www.tiktok.com/@aderizal10,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a51ff3c0368f6a6f8b7e59392a19fe4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2f2f756f&x-expires=1755828000&x-signature=r0hJMMeg%2FcDDpVp5GTj6Ccc2C%2Bk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,AdeRizal,"say sudah Co tapi belum datenr , gak sabar dehh. .",12/1/2024,0,,,,,,,,,,
https://www.tiktok.com/@didiypratamaputra,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4417d79e1383f124355d91c4342d0977~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3e4803b1&x-expires=1755828000&x-signature=bAoqjqw42sXQafOu5akR1BV%2BVRY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Pratama putra,saya udah CO bang😁,12/2/2024,0,,,,,,,,,,
https://www.tiktok.com/@baihaqi_110,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7305394428666904581~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2e5f8b71&x-expires=1755828000&x-signature=L5kQd10ZQz1Oh10koF52EOX0F6o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Baihaqi,1 kg isinya berapa banyak,12/4/2024,0,,,,,,,,,,
https://www.tiktok.com/@www.bebykucil,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a6d696ccfe1e90581b36c9d51ee2ebba~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ddc1d5e7&x-expires=1755828000&x-signature=Ln4pDX8OlLhnQvogfeBDJ4yCz4o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,surya,saya udh CO dapat harga 21.500.rb bg😁,12/8/2024,0,,,,,,,,,,
https://www.tiktok.com/@faxuz,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7332520744171077653~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=485a4c78&x-expires=1755828000&x-signature=5VrVE6g9aZtnQZV%2BUYg4S34qxD0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ahmad Fauzi,kirim,12/8/2024,0,,,,,,,,,,
https://www.tiktok.com/@sugeng.riyanto329,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/44922f2bb8f152bc25ded1a9322c5770~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1f04f327&x-expires=1755828000&x-signature=DEM0r76W1gYLPG0QDRqOwyq2Us4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"ANAK,E PAKE.SING RAGEL.!!!!!!",mau,7/19/2024,1,,,,,,,,,,
https://www.tiktok.com/@christleotingi1,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/4f3d314d8a45eab1ab5a2e27fd523fc0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=300140ef&x-expires=1755828000&x-signature=t6laRR5tVFp2266meQn8AND%2Brhg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Kristo Leo Tingai,"semua rasa dodol sama semua,",10-May,0,,,,,,,,,,
https://www.tiktok.com/@cah_ketulotulo,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/485f5b9674f15ee842f9716818c20c3f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=00ada420&x-expires=1755828000&x-signature=fhBgtA0DFjzMdw212HLUpi%2BtJlA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tilas Tapi R@oS,beli lebih 1 kok tambah mahal,1-Mar,0,,,,,,,,,,
https://www.tiktok.com/@user43831907373572,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/32b7d7128fb92a4563e48af7da0d97b0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7b56f66e&x-expires=1755828000&x-signature=XRpfN%2Feoh3ewq%2FAElshsScTZpI4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,titin,kewoogiri berapa hari,25-Apr,0,,,,,,,,,,
https://www.tiktok.com/@suradiman25,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7333768732449177607~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dddb49f5&x-expires=1755828000&x-signature=mfDf9exagXVilu%2FC4aXZ0KS8uFM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Teh Teh Intan/diman,sebenarnya enk bgett.mau pesen 3 kg.. tp mahalan ongkir ny om,12/26/2024,0,,,,,,,,,,
https://www.tiktok.com/@agarutsandi,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e2776758c569fa20de6181111ccbdce3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e9cd4ef6&x-expires=1755828000&x-signature=Gv6aBf9tskFm%2FmM5Ck1r3F6xU1w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Sandi Supriadi(AGARUT),abdi tos co,12/13/2024,0,,,,,,,,,,
https://www.tiktok.com/@zackyykurniawan,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c95285bc9b83a9a04ad70cb67937887d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=314186ce&x-expires=1755828000&x-signature=Kndb4jfJR4OTaTTO7Ek%2BOxuXIKk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,BANDAR SANJAI,"di sumbar aj modal 20k/ kg
apalagi di jawa? bisa 15k",12/11/2024,0,,,,,,,,,,
https://www.tiktok.com/@agungzaky45,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/873262a89775987c208c95bf75366e04~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=560cd78f&x-expires=1755828000&x-signature=CD8AjCwDeQz8T73UiqlsVXgXVRo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,raya4576,ongkir y mahall,2-Jan,0,,,,,,,,,,
https://www.tiktok.com/@dedysuharja3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cfa5940bb9169bbe78f655e7f3b162f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a72f37a6&x-expires=1755828000&x-signature=RZRjyvEw3aNUwYbkKtM4Dcfbt%2B4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,dedy,Asalamkum berapa 1 kiloya bos,19-Apr,0,,,,,,,,,,
https://www.tiktok.com/@jabarudinwaara733,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6cac89e8cfcf5122a4ab4740542e4629~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=29bb9bff&x-expires=1755828000&x-signature=fMSssCGsTp920WQTvTxTRHAU9nM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ジャバルディン,Satu kiloan kalau sampai di papua berapaan ya,25-May,0,,,,,,,,,,
https://www.tiktok.com/@eefgayau,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c0257889d9a741ce8a2ee5dc53ef64d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a95b7112&x-expires=1755828000&x-signature=%2F6CMhuIzEqIRIkjWPXjyOyfbfrI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Mr aboy,bang bs sampai kan ke yg buat dodol kalau gak usah pakai ketas bungkus nya.habis ribet buka nya kadang makan nya sama kertas lengket nya di dodol.,12/2/2024,0,,,,,,,,,,
https://www.tiktok.com/@aquarius13fb,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7350045362607882242~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2bbf705e&x-expires=1755828000&x-signature=A3VDH%2B7ff5VNP0%2F59mVqQO3%2BDVw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,alya,pngn kk cara bli gmn,11-Mar,0,,,,,,,,,,
https://www.tiktok.com/@dr_ratih,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e7f1cec5f20257bd4d339df8dd9d93e1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=defca8d9&x-expires=1755828000&x-signature=3AmbYJG2%2BLwA91kzJ5VNx%2BmugUQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,", Dasrizal Ratih","sy mau pesen mas hari' Senin tgl 23 nyampe mas,dodol nya baru",20-Jun,0,,,,,,,,,,
https://www.tiktok.com/@aa.ariyanto5,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6c1bb22b&x-expires=1755828000&x-signature=CeD2F4n9GfAg%2BylS6aI6Knf8w8s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,AA ARIYANTO,cod,27-Jan,0,,,,,,,,,,
https://www.tiktok.com/@alvin_azzam01,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8edf378f2cc9ce129f0a0ff33a9bc46e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d446ffde&x-expires=1755828000&x-signature=GIAoAQ7UN%2BMoUEyDkFeaL9AquEE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,NIV_LA,ongkirnya 30rb 😂😂😂,10/4/2024,0,,,,,,,,,,
https://www.tiktok.com/@nurwandi.phor.jho,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/50ba895777d153a3824b56201a1f9bd6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=197da3d5&x-expires=1755828000&x-signature=SlrUkScADOnjfPlIp8xOzQ2AsX0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nurwandi Phor jho zhah,gimana caranya mo kirim ke orang aku yg bayar jangan keliatan harganya,9/6/2024,0,,,,,,,,,,
https://www.tiktok.com/@sitiatikah6013,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/14c8a49b7e5abc13b501ef315586343b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=60917714&x-expires=1755828000&x-signature=6UjhwRGKg%2FCoAxVRubzo24UUAFk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,tik tok,aku mau,8/27/2024,0,,,,,,,,,,
https://www.tiktok.com/@diya.sultan.pro,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bb505788b65777558fca86e366ac6734~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ebceab00&x-expires=1755828000&x-signature=djMsbG7MkKNPujdrZcn%2FnlaQHLI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,diya sultan pro,ada rasa apa aja om,11-Jan,0,,,,,,,,,,
https://www.tiktok.com/@ernarofiatun,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7207740809746546714~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=260b7418&x-expires=1755828000&x-signature=anivpG%2FgY0if%2BCg2v313bAujZIs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ernaRofiatun,kedepok brp hr bang,9/8/2024,0,,,,,,,,,,
https://www.tiktok.com/@yasiniqball,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f226c3785c8159c26296ca1eb26ae876~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2a06f17a&x-expires=1755828000&x-signature=6mmy3JeQqHeLk3e8jZyHjz6gYjA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,bagas kafa,kira2 di kirim ke Surabaya bisa kah bang,15-Jan,0,,,,,,,,,,
https://www.tiktok.com/@anak.rantou10,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d9462c5afe918b9e429e84c0a8cb978a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3d3262b4&x-expires=1755828000&x-signature=Rn1tJXrrALhQNrnw7va%2BBOwXH3k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Anak Rantou,ka aku mh pngn 1 macam ajh bisa ga..,17-May,0,,,,,,,,,,
https://www.tiktok.com/@bgal592,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ad0fb1b784707ac380fb0d97888dc916~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e19415f4&x-expires=1755828000&x-signature=F7eejFp3O%2FcAXfoUHC%2BthTUTW2o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,♐El☠️,gaenak gua dah beli bikin gigi ngilu,13-May,0,,,,,,,,,,
https://www.tiktok.com/@eko.putra866,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/18f536592f6a9c460b1275cf4cf45c43~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bd85d060&x-expires=1755828000&x-signature=PiZYKAQ%2F4%2FP8xfURBdEZ5pQdn3A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Eko Putra kisaran,knp gak bisa cod,18-Feb,0,,,,,,,,,,
https://www.tiktok.com/@jeykeyjeon42,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7224798030585659418~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4d8090d3&x-expires=1755828000&x-signature=0QyWYIRr4ZahvRxVlVhbs4U4KW0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ZAINUL,bisa pilih pilih rasa,8-Mar,0,,,,,,,,,,
https://www.tiktok.com/@nadiaayunda25,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/77c58b86cc682056d45ffd0439e35c42~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=58ad9552&x-expires=1755828000&x-signature=PIHbB9KKPD7hAVRbDZRYt6wfZLo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nadia25,Ak udh beli. Kurang manis. Trs dodol yg dlm plastik transparan itu apa ya. Kok gk enak bnget. Ak cobak cmn 1 slebihnya wrna lain jg ak buang.,29-Jun,0,,,,,,,,,,
https://www.tiktok.com/@ria.susanti250,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d453ff5ae2fbbb582852b63515a3f3d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a17a1fbb&x-expires=1755828000&x-signature=CXGAzJZRXBg9CAwWDe5t2nXrRBc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ria Susanti,apa ada di bandung pak,13-Jan,0,,,,,,,,,,
https://www.tiktok.com/@acuy3580,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c09122fd27e72b769357dd43cfbb0f40~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6c0c0b54&x-expires=1755828000&x-signature=mDrQdptq%2FV5SI%2FsUlX5LHTbOZps%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,akew3580,"ah Abi mah da orang grt,angkat we nyalira k tokona ngagaleh😁",12/14/2024,0,,,,,,,,,,
https://www.tiktok.com/@random_ismi92,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/06e80aae2875408aca47c170139f5040~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=56969fa4&x-expires=1755828000&x-signature=xbNkKvhS2Y2M0wzIIFot3rbbJdw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ismi manisha,aku suka semua varian rasa dodol Garut,16-May,0,,,,,,,,,,
https://www.tiktok.com/@harriyadi_99,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/16c123f7f0bf500e65a6aa7e946731d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8804fd4b&x-expires=1755828000&x-signature=qOZxvFRgg8JOafblh0um511j40s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Moisture 💦 💦,Dlu mau dodol harus nnggu ortu plng kejawa ke garut dulu skrg mah dah bisa beli di tiktok 🥰,24-Jun,0,,,,,,,,,,
https://www.tiktok.com/@suryatulipofficia,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a6389fd27a04152abcd351ecf640465d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a0f318c8&x-expires=1755828000&x-signature=vtPlFY%2BgbtoUFXHRkwd3q0GVAoI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,SuryaTulip01,alhamdulillah semoga produku juga laris😊,12/20/2024,0,,,,,,,,,,
