xpdipgo src,x1i10hfl,x1i10hfl href,_ap3a,x1i10hfl href 2,_a9ze,x193iq5w,x193iq5w 2,x1i10hfl href 3,,
,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/439112326_1469577416977640_4636665339610767644_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=29OG1oO9yoAQ7kNvwEjLrTd&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXs1a-VJwglOMZT_KgI5IJZhBytMLxrRqcUb614bX-U8g&oe=68AC7E7F&_nc_sid=f5838a,atikawardaniaja,https://www.instagram.com/atikawardaniaja/,Berapa ini kak dodolnya?,https://www.instagram.com/p/Bm3IjtYFVBA/c/17959347118129302/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
,https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/52813667_293466091323052_2201507980032081920_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=m7F-s8ZNXwYQ7kNvwE7gd4M&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVQuXCrs-d7MbD1ZIRieurorIjFr5iQWzIHkDDHDTAM7Q&oe=68AC7476&_nc_sid=f5838a,liasjuharidr,https://www.instagram.com/liasjuharidr/,Ini 1 rasa aja apa gimana kak?,https://www.instagram.com/p/Bm3IjtYFVBA/c/17960155498111524/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/ella.klappertaart3/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/117227650_626146138025808_6226432125935157864_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=Qh1wP8zA-HoQ7kNvwEg0itv&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUCp2zP5kbEoY_5vQw_7yjkrigXWu60P0khmwPkZDau9Q&oe=68AC6310&_nc_sid=f5838a,ella.klappertaart3,https://www.instagram.com/ella.klappertaart3/,Itu apa kak? Dodol bukan?,https://www.instagram.com/p/Bm3IjtYFVBA/c/17946962077189811/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/ibunselly/,https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/508650176_18281116528248531_6585290178964925655_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=HmUWH2TPpSoQ7kNvwGb4Puq&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUvrOg_-dkTmjA9ISJS78EZpRw25o9jqCF7j_ZXpZz5Lg&oe=68AC69C1&_nc_sid=f5838a,ibunselly,https://www.instagram.com/ibunselly/,"Belummm pernah nyobain, bisa  kirim ekspedisi y?",https://www.instagram.com/p/Bm3IjtYFVBA/c/17842818862293291/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/uchysudhanto/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/512522831_18512190643033524_1180251383558869532_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=0Oznpfe4TAIQ7kNvwGvdl6z&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXahHq5CXaJlj9dwbyNblnak1wb02GqfQJcnMQMC1Qxhw&oe=68AC5A61&_nc_sid=f5838a,uchysudhanto,https://www.instagram.com/uchysudhanto/,Duh jadi kangen makanan inii,https://www.instagram.com/p/Bm3IjtYFVBA/c/17881691623256541/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/_nita20_/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/497740316_18281040349249314_2253017588302846472_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=AYdalQxfY8wQ7kNvwE8tK0z&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXq2juCwy0NMPCcCxTW2Flj6FAJ2Ftev5PLFcD4dPU34g&oe=68AC717B&_nc_sid=f5838a,_nita20_,https://www.instagram.com/_nita20_/,Ini dodollnya rasa apa mba?,https://www.instagram.com/p/Bm3IjtYFVBA/c/17911881676205712/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/524498866_18517838239027388_4792791734140241840_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=m_BSVxr0KWgQ7kNvwFhTmwK&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWlwyGnJIngx6qeByVTSMVCNbsnxU8hhDyykk1LxQg1sg&oe=68AC8585&_nc_sid=f5838a,rahmanyamanda,https://www.instagram.com/rahmanyamanda/,Mbak ada dodol yang warna warni itu gak ya?,https://www.instagram.com/p/Bm3IjtYFVBA/c/17946982399141476/,364 ming,1 suka,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/katalogjasmine.bekasi/,https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/307344639_2005689592960227_6256671514916298938_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=ZMUB6TZi4p8Q7kNvwEZXnjG&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXXWDkJCX9V3YonWVrSs9PPwvXJau1wZd_r-RSyyI4Agg&oe=68AC8702&_nc_sid=f5838a,katalogjasmine.bekasi,https://www.instagram.com/katalogjasmine.bekasi/,Ini dodolnya ada rasa apa aja teh?,https://www.instagram.com/p/Bm3IjtYFVBA/c/17971976596036531/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/maria_dewi_k/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/36949269_481469992302333_8809739323013332992_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=oF9wGt0PxgIQ7kNvwEa0YLR&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfULl4SeOX3qprzxXYtPtOX0o1lSXUdV37-WtwKtiADHEw&oe=68AC8C06&_nc_sid=f5838a,maria_dewi_k,https://www.instagram.com/maria_dewi_k/,dodolnyaaaa.... 😍😍😍 1kg brp mb?,https://www.instagram.com/p/Bm3IjtYFVBA/c/17944115008145929/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/wilaravischa/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/486277558_635381066052357_3023986102687270861_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=a01bk8DedkIQ7kNvwFpNK36&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWvH2yQJCE5h-vbbcVfAD5iKplTYsF6h4XTKMqZdWxV3Q&oe=68AC8076&_nc_sid=f5838a,wilaravischa,https://www.instagram.com/wilaravischa/,Pengen 😋 info harga ya teh,https://www.instagram.com/p/Bm3IjtYFVBA/c/17842820905291034/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/annisa_farizani/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/518577179_18532082923039042_1860866071784465410_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=Fo4j9kHQzGcQ7kNvwEc7w2N&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWuo2EmhoNxwIezfPR2Dyb6i9SOAnxCPzzq_RT8ErnPLQ&oe=68AC8544&_nc_sid=f5838a,annisa_farizani,https://www.instagram.com/annisa_farizani/,Saya mbaaa..lagi pengen dodol coklat niih,https://www.instagram.com/p/Bm3IjtYFVBA/c/17854208302284530/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/syifa_resya/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/153654407_435269594255051_5003544805508246672_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42NDAuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=BhxegpVOTWgQ7kNvwGDz48j&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWoPuErns0IuJeNXioneJks1cGIi5JR9gRzjox20F-yKA&oe=68AC7DFC&_nc_sid=f5838a,syifa_resya,https://www.instagram.com/syifa_resya/,Aku paling suka nih sama dodol kaya gini. Pembeliannya pake minimal order ga?,https://www.instagram.com/p/Bm3IjtYFVBA/c/17946427204193825/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/sanaelli/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/29094888_1537721079659190_690051874094579712_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDI0LmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEI01x2sc8zEXAaeYJUQx3RxhuruJaXj8fWfW89Ba1C4zRMOw2RS9FS5w8Zprg-eHQ&_nc_ohc=CQwTzbrmF3IQ7kNvwEIaje1&_nc_gid=x6iANOSPUeGS3iCwDLyqpg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVz_BQf20YtsTcwTjMUrZa01e2HwN9FnkcLB8TQ9hEY_w&oe=68AC5F31&_nc_sid=f5838a,sanaelli,https://www.instagram.com/sanaelli/,"Teh, ini pengiriman dari mana yah?",https://www.instagram.com/p/Bm3IjtYFVBA/c/17874211816267679/,364 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/ayuseptiwiyani/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/17596033_135687176962917_7190660394724098048_a.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHNCGf_03OKit149e5LdAQVb-Ig2jYQFQwXuFkqrI5UoIQBTHa_ECAsP5Sv1_PvToM&_nc_ohc=Z9S_i6zZw-wQ7kNvwHpo5aW&_nc_gid=GI4qWKXzghQfnR_kU0jDcw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWk3ycxsMEH8e5P_M-QQqxeQJlwNneLDlL9FCTejE_ONQ&oe=68AC6F97&_nc_sid=f5838a,ayuseptiwiyani,https://www.instagram.com/ayuseptiwiyani/,Ready varian rasa apa aja say? Bertahan brp lama ya ?,https://www.instagram.com/p/BmUqNYYF2qz/c/17845872685291459/,363 ming,Balas,Opsi Komentar,Suka,
https://www.instagram.com/pradiza.amanda/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/40022925_2159511437600946_403139378592874496_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHNCGf_03OKit149e5LdAQVb-Ig2jYQFQwXuFkqrI5UoIQBTHa_ECAsP5Sv1_PvToM&_nc_ohc=JTL8aqaDMvEQ7kNvwGgsIuC&_nc_gid=GI4qWKXzghQfnR_kU0jDcw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXUN4oGT1cKnR1FReiKFG2xYNiyppkzwaTj9fmASSm1zA&oe=68AC5D09&_nc_sid=f5838a,pradiza.amanda,https://www.instagram.com/pradiza.amanda/,"Sis, ini bisa kirim ke luar kota?",https://www.instagram.com/p/BmUqNYYF2qz/c/17969653009013538/,365 ming,Balas,Opsi Komentar,Suka,
https://www.instagram.com/shieny.djourney/,https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/471341029_468260155976714_3889669110183689062_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QHNCGf_03OKit149e5LdAQVb-Ig2jYQFQwXuFkqrI5UoIQBTHa_ECAsP5Sv1_PvToM&_nc_ohc=Ap3cZvzO2jQQ7kNvwFQkp70&_nc_gid=GI4qWKXzghQfnR_kU0jDcw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUBfCVFDThpL_kK9ouhAiGd4R9_WHGziblrp1p0yxvXhg&oe=68AC5684&_nc_sid=f5838a,shieny.djourney,https://www.instagram.com/shieny.djourney/,minimal order brp gram kak? ongkir ke bdg brp ya?,https://www.instagram.com/p/BmUqNYYF2qz/c/17951800477127428/,366 ming,Balas,Opsi Komentar,Suka,
https://www.instagram.com/aidarchmdr/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/469909856_1145392157042574_5482204856678417443_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHNCGf_03OKit149e5LdAQVb-Ig2jYQFQwXuFkqrI5UoIQBTHa_ECAsP5Sv1_PvToM&_nc_ohc=9RqaOeL-zxkQ7kNvwGnkomm&_nc_gid=GI4qWKXzghQfnR_kU0jDcw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUcJajI6ryvP4-NhUZQFOmxwPGM7jdQdbkSELFSOGg2eA&oe=68AC6D64&_nc_sid=f5838a,aidarchmdr,https://www.instagram.com/aidarchmdr/,Mba mau infonya dong klo jadi reseller gimana?,https://www.instagram.com/p/BmUqNYYF2qz/c/17942643043135539/,366 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/belanja.imootz/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/312260679_485326590298999_8904495781279022027_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHNCGf_03OKit149e5LdAQVb-Ig2jYQFQwXuFkqrI5UoIQBTHa_ECAsP5Sv1_PvToM&_nc_ohc=ERZdOWL5zPwQ7kNvwEZbKZ2&_nc_gid=GI4qWKXzghQfnR_kU0jDcw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWcEJkknl6ZJEENM6oBZk5vzZmigAw9BZTRzPkHeMbi4A&oe=68AC5889&_nc_sid=f5838a,belanja.imootz,https://www.instagram.com/belanja.imootz/,Ada brp rasa sis? Rasa favorit yg mana y?,https://www.instagram.com/p/BmUqNYYF2qz/c/17968816438014777/,366 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/buatinbumbupecel/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/66480699_417497809112804_1087434132495007744_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHNCGf_03OKit149e5LdAQVb-Ig2jYQFQwXuFkqrI5UoIQBTHa_ECAsP5Sv1_PvToM&_nc_ohc=eClXKbIR7fQQ7kNvwH4r3uX&_nc_gid=GI4qWKXzghQfnR_kU0jDcw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVB76cLlRSq8nRYNrOhlooS8QusjFjJc7IG1mmncKadMg&oe=68AC5939&_nc_sid=f5838a,buatinbumbupecel,https://www.instagram.com/buatinbumbupecel/,Kak kalau mau pesan ini kirim jogja bs?,https://www.instagram.com/p/BmUqNYYF2qz/c/17936988781164828/,366 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/saraahnadya/,https://instagram.fblr22-1.fna.fbcdn.net/v/t51.2885-19/464760996_1254146839119862_3605321457742435801_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fblr22-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2QFIIH62y_ACcKxiTWbb_pek_5ld0tkYc7TGSCRT06if02LggG6G-R1GYzWGgn55uKg&_nc_ohc=MjftLN__1HgQ7kNvwHhCHVL&_nc_gid=MzFJj0J5EeIyf6Las6GF7A&edm=ALlQn9MBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AfWKvD2waZfUxkx5Vpex8IgZN5no7I-BImTwoZVnDCcdng&oe=68AC7BA8&_nc_sid=e7f676,saraahnadya,https://www.instagram.com/saraahnadya/,ini rasa apa ya ka?kayanya enak banget,https://www.instagram.com/p/BmUqNYYF2qz/c/17969652817014143/,366 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/yumisejoon/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/454338009_842254861207174_1328916426038546899_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby40MTUuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHNCGf_03OKit149e5LdAQVb-Ig2jYQFQwXuFkqrI5UoIQBTHa_ECAsP5Sv1_PvToM&_nc_ohc=1tVHvvBvgykQ7kNvwEe2G7q&_nc_gid=GI4qWKXzghQfnR_kU0jDcw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUSTuWXHXLNTJSNDdCsZe3xtbidl6xzt4ksX86W76HrHA&oe=68AC829B&_nc_sid=f5838a,yumisejoon,https://www.instagram.com/yumisejoon/,ka ini tahan berapa lama ya?,https://www.instagram.com/p/BmUqNYYF2qz/c/17968894003032450/,366 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/swetiee.mut/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/395090018_308435098594293_101519952811448917_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHNCGf_03OKit149e5LdAQVb-Ig2jYQFQwXuFkqrI5UoIQBTHa_ECAsP5Sv1_PvToM&_nc_ohc=MP6mVVwoY8YQ7kNvwHsSxKX&_nc_gid=GI4qWKXzghQfnR_kU0jDcw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWLWUcnYA68dTWnDbiXb7Ea0rbV9sou96b9cWlaa1uKig&oe=68AC6D39&_nc_sid=f5838a,swetiee.mut,https://www.instagram.com/swetiee.mut/,bagusss pic kak,https://www.instagram.com/p/BmUqNYYF2qz/c/17968621351006332/,366 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/rindi23/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/219672033_4059885530732669_2361042503569153392_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QHNCGf_03OKit149e5LdAQVb-Ig2jYQFQwXuFkqrI5UoIQBTHa_ECAsP5Sv1_PvToM&_nc_ohc=P-9AHR6Z-wsQ7kNvwEoA1Z4&_nc_gid=GI4qWKXzghQfnR_kU0jDcw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWMVbg0ySQrAxa_UsLubGykY5AS5RGfatqkVlWea2bMUg&oe=68AC571C&_nc_sid=f5838a,rindi23,https://www.instagram.com/rindi23/,Ini dodol ada rasa2 lain gak kak,https://www.instagram.com/p/BmUqNYYF2qz/c/17851564924303765/,366 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/bella.rbs/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/324758854_129605766638852_7400256941293695295_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NjAuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHNCGf_03OKit149e5LdAQVb-Ig2jYQFQwXuFkqrI5UoIQBTHa_ECAsP5Sv1_PvToM&_nc_ohc=1XnvT2qy4ggQ7kNvwG6xekL&_nc_gid=GI4qWKXzghQfnR_kU0jDcw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUHrb8oPKaJgotvaIOI4yV48-OvTnNgYP6rYFwo0-9A6g&oe=68AC8C01&_nc_sid=f5838a,bella.rbs,https://www.instagram.com/bella.rbs/,Brapa ini kak? Ada minimal ordernya?,https://www.instagram.com/p/BmUqNYYF2qz/c/17968585153063746/,366 ming,1 suka,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/rahadianbagus/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/13392631_1612862165670852_235373766_a.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QHNCGf_03OKit149e5LdAQVb-Ig2jYQFQwXuFkqrI5UoIQBTHa_ECAsP5Sv1_PvToM&_nc_ohc=i7Wp74DYQdAQ7kNvwGr0qpa&_nc_gid=GI4qWKXzghQfnR_kU0jDcw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUbjjXdiv9JU_ouytBeXuv4E_pal0ZQ66gwd8kM_fuS4g&oe=68AC6C4F&_nc_sid=f5838a,rahadianbagus,https://www.instagram.com/rahadianbagus/,kak 1 plastik brapa isinya?,https://www.instagram.com/p/BmUqNYYF2qz/c/17967264196010086/,366 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
