x1i10hfl href,xpdipgo src,_ap3a,x1i10hfl href 3,x1ejq31n,x1lliihq,x1lliihq 2,x1i10hfl 2,x1i10hfl href 5,
https://www.instagram.com/ratu.ghina/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/346002279_3488989144705633_4314133539288951028_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QF1Ps3yYGOI8eaywUpQW23uCq4Do5bsnUbBpOLPlfrmEaykpXGCljY0UzyAVLs3LuE&_nc_ohc=jvuBoldaN1oQ7kNvwGr9qoo&_nc_gid=nav1xhue_Xi19kY9WEQHlA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfUhexxZS0cQUKElz9qQ5P4XNMZ5kH45NSo2bQymgG3iFQ&oe=68B1D006&_nc_sid=10d13b,ratu.ghina,https://www.instagram.com/p/-7wknZxQkn/c/17849518375025329/,"iya mi, emak dh ijinin kok.. asal maul kamu ya, jgn maul aku hahahhahaha...  jejelin jj coklat.a @😂😂😂",@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,@mitarsulaiman,https://www.instagram.com/mitarsulaiman/,
https://www.instagram.com/ayayaweee/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/491898398_18495233488034418_4770461997578347265_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QF1Ps3yYGOI8eaywUpQW23uCq4Do5bsnUbBpOLPlfrmEaykpXGCljY0UzyAVLs3LuE&_nc_ohc=B2n-1y4LaaUQ7kNvwHqFWEA&_nc_gid=nav1xhue_Xi19kY9WEQHlA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfVo7gD6mQRBga-EdIxonBztovUSZfUX0H3icvP4wPyqFw&oe=68B1CDE7&_nc_sid=10d13b,ayayaweee,https://www.instagram.com/p/-7wknZxQkn/c/17849518360025329/,noooh  kata emak  priiiit hahhahahaa 😜😝😄😄😄,@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,@ratu.gina,https://www.instagram.com/ratu.gina/,
https://www.instagram.com/ratu.ghina/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/346002279_3488989144705633_4314133539288951028_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QF1Ps3yYGOI8eaywUpQW23uCq4Do5bsnUbBpOLPlfrmEaykpXGCljY0UzyAVLs3LuE&_nc_ohc=jvuBoldaN1oQ7kNvwGr9qoo&_nc_gid=nav1xhue_Xi19kY9WEQHlA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfUhexxZS0cQUKElz9qQ5P4XNMZ5kH45NSo2bQymgG3iFQ&oe=68B1D006&_nc_sid=10d13b,ratu.ghina,https://www.instagram.com/p/-7wknZxQkn/c/17849518342025329/,"mi, cba jj mkn, spa tau gt pas mangap si maul lewat... *tsaaahh 😂😂😂😂",@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,,,
https://www.instagram.com/ismimaulidyati/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/359568921_1459008258269887_2445092704741451229_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QF1Ps3yYGOI8eaywUpQW23uCq4Do5bsnUbBpOLPlfrmEaykpXGCljY0UzyAVLs3LuE&_nc_ohc=GCaDLCw0BagQ7kNvwHavaEx&_nc_gid=nav1xhue_Xi19kY9WEQHlA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfWF9243TH-IIEYo7gQcFUGDPHU_V89gMR0VJ2oNIwZqsQ&oe=68B1B4DB&_nc_sid=10d13b,ismimaulidyati,https://www.instagram.com/p/-7wknZxQkn/c/17849518096025329/,eh jodoh mah udah disiapin keles haha 😜😜😜,,,,,
https://www.instagram.com/ratu.ghina/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/346002279_3488989144705633_4314133539288951028_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QF1Ps3yYGOI8eaywUpQW23uCq4Do5bsnUbBpOLPlfrmEaykpXGCljY0UzyAVLs3LuE&_nc_ohc=jvuBoldaN1oQ7kNvwGr9qoo&_nc_gid=nav1xhue_Xi19kY9WEQHlA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfUhexxZS0cQUKElz9qQ5P4XNMZ5kH45NSo2bQymgG3iFQ&oe=68B1D006&_nc_sid=10d13b,ratu.ghina,https://www.instagram.com/p/-7wknZxQkn/c/17849518078025329/,Wkwkwwkwk... lol bgt  😂😂😂😂,@mitarsulaiman,https://www.instagram.com/mitarsulaiman/,,,
https://www.instagram.com/ayayaweee/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/491898398_18495233488034418_4770461997578347265_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QF1Ps3yYGOI8eaywUpQW23uCq4Do5bsnUbBpOLPlfrmEaykpXGCljY0UzyAVLs3LuE&_nc_ohc=B2n-1y4LaaUQ7kNvwHqFWEA&_nc_gid=nav1xhue_Xi19kY9WEQHlA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfVo7gD6mQRBga-EdIxonBztovUSZfUX0H3icvP4wPyqFw&oe=68B1CDE7&_nc_sid=10d13b,ayayaweee,https://www.instagram.com/p/-7wknZxQkn/c/17849518015025329/,"kasih ke aa aja kali yah, biar kita punya ponakan 😄😄😂 ||  biar enteng jodoh miii -_____-",@gitarochaya,https://www.instagram.com/gitarochaya/,@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,
https://www.instagram.com/nila_munana/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/528601992_18531978040063592_2892172631902092355_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QG8LBh01BAQ62D87Io8IRmsEKVQ0iPVIguE41155SOP35JqnZKfPy5B4hrNPC7HwDQ&_nc_ohc=w5MLOZapxfcQ7kNvwGsYC3F&_nc_gid=5OVKed93kiUHgJ7kAOSg1Q&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWlrEvr6c0OrS_V8Npk-x0hwawh5-r_THxEIIDfNxrVuQ&oe=68B1C43D&_nc_sid=d62176,nila_munana,https://www.instagram.com/p/-7wknZxQkn/c/17849727568025329/,Yuk d order sist coklatnya biar enteng jodohnya 😄     eh endorse aja kali ya  buat anak kkm mh hehe,@cikka_riliana,https://www.instagram.com/cikka_riliana/,@fitriakris,https://www.instagram.com/fitriakris/,
https://www.instagram.com/ratu.ghina/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/346002279_3488989144705633_4314133539288951028_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=jvuBoldaN1oQ7kNvwGr9qoo&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXwhUoJxbdX_DAFi5ldcbDa5f35cBcHOlpVU2E9iDEXuw&oe=68B1D006&_nc_sid=d62176,ratu.ghina,https://www.instagram.com/p/-7wknZxQkn/c/17849520115025329/,🏃🏃🏃🏃🏃🏃🏃😂😂😂,@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,,,
https://www.instagram.com/ismimaulidyati/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/359568921_1459008258269887_2445092704741451229_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=GCaDLCw0BagQ7kNvwHavaEx&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfX1CJM2ksI4RM-bfGbuNg_jYe5qZP-CvVPNWI6Q8ZSAkw&oe=68B1B4DB&_nc_sid=d62176,ismimaulidyati,https://www.instagram.com/p/-7wknZxQkn/c/17849518855025329/,ih yah kalian berdua nih yaaaah   😤😤😤😤😤😡😡😡😡😡😡😡,@ratu.gina,https://www.instagram.com/ratu.gina/,@mitarsulaiman,https://www.instagram.com/mitarsulaiman/,
https://www.instagram.com/ratu.ghina/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/346002279_3488989144705633_4314133539288951028_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=jvuBoldaN1oQ7kNvwGr9qoo&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXwhUoJxbdX_DAFi5ldcbDa5f35cBcHOlpVU2E9iDEXuw&oe=68B1D006&_nc_sid=d62176,ratu.ghina,https://www.instagram.com/p/-7wknZxQkn/c/17849518648025329/,"wkwkwww, 😂😂😂😂 cocoknya sebastian deh... masa sih  bukan temen, ooh ganti status ya,  tadinya temen jd demen 😂😂😂",@mitarsulaiman,https://www.instagram.com/mitarsulaiman/,@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,
https://www.instagram.com/ismimaulidyati/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/359568921_1459008258269887_2445092704741451229_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=GCaDLCw0BagQ7kNvwHavaEx&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfX1CJM2ksI4RM-bfGbuNg_jYe5qZP-CvVPNWI6Q8ZSAkw&oe=68B1B4DB&_nc_sid=d62176,ismimaulidyati,https://www.instagram.com/p/-7wknZxQkn/c/17849518594025329/,gue udah mupon kampreeeet 😤😤😤😤😤😤😤😂😂😂😂😂😂 anjir dia bukan temen gue lagi 😝😝😝,,,,,
https://www.instagram.com/ayayaweee/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/491898398_18495233488034418_4770461997578347265_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=B2n-1y4LaaUQ7kNvwHqFWEA&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXtOlvoQTdWgHnCqS2MJATAPErkaRkz6r7kFTWabafxWg&oe=68B1CDE7&_nc_sid=d62176,ayayaweee,https://www.instagram.com/p/-7wknZxQkn/c/17849518489025329/,PATIMON : Patah Hati GAGAL MOVE ON eaaaak  atau SEBASTIAN? Sebatas Teman Tanpa Kepastian? 😜😝😄😄😄😄😄😄😄😄,@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,,,
https://www.instagram.com/ismimaulidyati/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/359568921_1459008258269887_2445092704741451229_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=GCaDLCw0BagQ7kNvwHavaEx&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfX1CJM2ksI4RM-bfGbuNg_jYe5qZP-CvVPNWI6Q8ZSAkw&oe=68B1B4DB&_nc_sid=d62176,ismimaulidyati,https://www.instagram.com/p/-7wknZxQkn/c/17849518462025329/,naon eta patimon? 😓😒,,,,,
https://www.instagram.com/ayayaweee/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/491898398_18495233488034418_4770461997578347265_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=B2n-1y4LaaUQ7kNvwHqFWEA&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXtOlvoQTdWgHnCqS2MJATAPErkaRkz6r7kFTWabafxWg&oe=68B1CDE7&_nc_sid=d62176,ayayaweee,https://www.instagram.com/p/-7wknZxQkn/c/17849518459025329/,whahahahahaha anjaay dijejelin 😜😝😄 manusia PATIMON >>  😄😄😄,@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,,,
https://www.instagram.com/ismimaulidyati/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/359568921_1459008258269887_2445092704741451229_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=GCaDLCw0BagQ7kNvwHavaEx&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfX1CJM2ksI4RM-bfGbuNg_jYe5qZP-CvVPNWI6Q8ZSAkw&oe=68B1B4DB&_nc_sid=d62176,ismimaulidyati,https://www.instagram.com/p/-7wknZxQkn/c/17849518420025329/,njirrrrrrrrrrrrr jangan ingetin gue ama itu manusiaaaaaaa k*mvr*t 💔 *getok   😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤😤,@ratu.gina,https://www.instagram.com/ratu.gina/,@mitarsulaiman,https://www.instagram.com/mitarsulaiman/,
https://www.instagram.com/ratu.ghina/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/346002279_3488989144705633_4314133539288951028_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=jvuBoldaN1oQ7kNvwGr9qoo&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXwhUoJxbdX_DAFi5ldcbDa5f35cBcHOlpVU2E9iDEXuw&oe=68B1D006&_nc_sid=d62176,ratu.ghina,https://www.instagram.com/p/-7wknZxQkn/c/17849518375025329/,"iya mi, emak dh ijinin kok.. asal maul kamu ya, jgn maul aku hahahhahaha...  jejelin jj coklat.a @😂😂😂",@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,@mitarsulaiman,https://www.instagram.com/mitarsulaiman/,
https://www.instagram.com/ayayaweee/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/491898398_18495233488034418_4770461997578347265_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=B2n-1y4LaaUQ7kNvwHqFWEA&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXtOlvoQTdWgHnCqS2MJATAPErkaRkz6r7kFTWabafxWg&oe=68B1CDE7&_nc_sid=d62176,ayayaweee,https://www.instagram.com/p/-7wknZxQkn/c/17849518360025329/,noooh  kata emak  priiiit hahhahahaa 😜😝😄😄😄,@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,@ratu.gina,https://www.instagram.com/ratu.gina/,
https://www.instagram.com/ratu.ghina/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/346002279_3488989144705633_4314133539288951028_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=jvuBoldaN1oQ7kNvwGr9qoo&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXwhUoJxbdX_DAFi5ldcbDa5f35cBcHOlpVU2E9iDEXuw&oe=68B1D006&_nc_sid=d62176,ratu.ghina,https://www.instagram.com/p/-7wknZxQkn/c/17849518342025329/,"mi, cba jj mkn, spa tau gt pas mangap si maul lewat... *tsaaahh 😂😂😂😂",@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,,,
https://www.instagram.com/ismimaulidyati/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/359568921_1459008258269887_2445092704741451229_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=GCaDLCw0BagQ7kNvwHavaEx&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfX1CJM2ksI4RM-bfGbuNg_jYe5qZP-CvVPNWI6Q8ZSAkw&oe=68B1B4DB&_nc_sid=d62176,ismimaulidyati,https://www.instagram.com/p/-7wknZxQkn/c/17849518096025329/,eh jodoh mah udah disiapin keles haha 😜😜😜,,,,,
https://www.instagram.com/ratu.ghina/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/346002279_3488989144705633_4314133539288951028_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=jvuBoldaN1oQ7kNvwGr9qoo&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXwhUoJxbdX_DAFi5ldcbDa5f35cBcHOlpVU2E9iDEXuw&oe=68B1D006&_nc_sid=d62176,ratu.ghina,https://www.instagram.com/p/-7wknZxQkn/c/17849518078025329/,Wkwkwwkwk... lol bgt  😂😂😂😂,@mitarsulaiman,https://www.instagram.com/mitarsulaiman/,,,
https://www.instagram.com/ayayaweee/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/491898398_18495233488034418_4770461997578347265_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=B2n-1y4LaaUQ7kNvwHqFWEA&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXtOlvoQTdWgHnCqS2MJATAPErkaRkz6r7kFTWabafxWg&oe=68B1CDE7&_nc_sid=d62176,ayayaweee,https://www.instagram.com/p/-7wknZxQkn/c/17849518015025329/,"kasih ke aa aja kali yah, biar kita punya ponakan 😄😄😂 ||  biar enteng jodoh miii -_____-",@gitarochaya,https://www.instagram.com/gitarochaya/,@ismimaulidyati,https://www.instagram.com/ismimaulidyati/,
https://www.instagram.com/ayayaweee/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/491898398_18495233488034418_4770461997578347265_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=B2n-1y4LaaUQ7kNvwHqFWEA&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXtOlvoQTdWgHnCqS2MJATAPErkaRkz6r7kFTWabafxWg&oe=68B1CDE7&_nc_sid=d62176,ayayaweee,https://www.instagram.com/p/-7wknZxQkn/c/17849518009025329/,"yaudah nanti ane kabarin yaa, semoga di lamar om fabregas 😂😂 ||  hahahaha 😄😄😄😁😁",@ratu.gina,https://www.instagram.com/ratu.gina/,@cikka_riliana,https://www.instagram.com/cikka_riliana/,
https://www.instagram.com/ismimaulidyati/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/359568921_1459008258269887_2445092704741451229_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=GCaDLCw0BagQ7kNvwHavaEx&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfX1CJM2ksI4RM-bfGbuNg_jYe5qZP-CvVPNWI6Q8ZSAkw&oe=68B1B4DB&_nc_sid=d62176,ismimaulidyati,https://www.instagram.com/p/-7wknZxQkn/c/17849517349025329/,tata geblek dasaaar 😂😂😂😂😂😂😂😂,,,,,
https://www.instagram.com/cikka_riliana/,https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/426680771_1109637330179774_8803231812532978890_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=MiCI5R9F_PwQ7kNvwFAbzLF&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXKyjny973ibIB8WYrJ_0tZehLP0-cl7-uvxJITmbXGcw&oe=68B1C0C7&_nc_sid=d62176,cikka_riliana,https://www.instagram.com/p/-7wknZxQkn/c/17849517316025329/,Hahaha ngakak sumpah tata 😁😁aminnn yaa allah smoga,@mitarsulaiman,https://www.instagram.com/mitarsulaiman/,,,
https://www.instagram.com/ratu.ghina/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/346002279_3488989144705633_4314133539288951028_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHp8sIo1eGE2SVzKnGcBE3Bl-bHC-N_xvlxOKlkdrDYBs3Z4s8s5zr_P-4-couxIkY&_nc_ohc=jvuBoldaN1oQ7kNvwGr9qoo&_nc_gid=HNOgSdhLWmi6YNTbj_g1dA&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXwhUoJxbdX_DAFi5ldcbDa5f35cBcHOlpVU2E9iDEXuw&oe=68B1D006&_nc_sid=d62176,ratu.ghina,https://www.instagram.com/p/-7wknZxQkn/c/17849517217025329/,"Yaelaaahhhhahhahha... mau atuuuu 😂😂😂, tp  jja dlu deh wkwkwkww.. klo manjur kabarin yak 😂😂",@mitarsulaiman,https://www.instagram.com/mitarsulaiman/,,,
